distance,x,y,z,U_x,U_y,U_z,p
0.0066834171,1.110223e-20,1.110223e-20,0.0076834171,2.0812814e-12,-5.4909548e-12,0.19962054,0.021679204
0.0068743719,1.110223e-20,1.110223e-20,0.0078743719,2.6278894e-12,-8.1428392e-12,0.19963333,0.021550432
0.0070653266,1.110223e-20,1.110223e-20,0.0080653266,3.1026382e-12,-8.8586055e-12,0.19964569,0.021421708
0.0072562814,1.110223e-20,1.110223e-20,0.0082562814,3.439196e-12,-5.8510678e-12,0.19965722,0.021293077
0.0074472362,1.110223e-20,1.110223e-20,0.0084472362,3.7757538e-12,-2.8435302e-12,0.19966876,0.021164446
0.007638191,1.110223e-20,1.110223e-20,0.008638191,4.1123116e-12,1.6400754e-13,0.19968029,0.021035815
0.0078291457,1.110223e-20,1.110223e-20,0.0088291457,4.4488693e-12,3.1715452e-12,0.19969182,0.020907185
0.0080201005,1.110223e-20,1.110223e-20,0.0090201005,4.6698492e-12,6.0632538e-12,0.19970323,0.020778568
0.0082110553,1.110223e-20,1.110223e-20,0.0092110553,3.9084171e-12,7.9704146e-12,0.19971354,0.020650071
0.0084020101,1.110223e-20,1.110223e-20,0.0094020101,3.1469849e-12,9.8775754e-12,0.19972385,0.020521574
0.0085929648,1.110223e-20,1.110223e-20,0.0095929648,2.3855528e-12,1.1784736e-11,0.19973417,0.020393078
0.0087839196,1.110223e-20,1.110223e-20,0.0097839196,1.6241206e-12,1.3691897e-11,0.19974448,0.020264581
0.0089748744,1.110223e-20,1.110223e-20,0.0099748744,8.6268844e-13,1.5599058e-11,0.19975479,0.020136084
0.0091658291,1.110223e-20,1.110223e-20,0.010165829,-5.2060301e-13,1.7404648e-11,0.19976417,0.020007651
0.0093567839,1.110223e-20,1.110223e-20,0.010356784,-1.9981156e-12,1.9194849e-11,0.19977341,0.019879227
0.0095477387,1.110223e-20,1.110223e-20,0.010547739,-3.4756281e-12,2.098505e-11,0.19978265,0.019750804
0.0097386935,1.110223e-20,1.110223e-20,0.010738693,-4.9531407e-12,2.2775251e-11,0.19979189,0.01962238
