model,global_s_mm,distance_from_inlet_mm,pressure_loss_Pa,pressure_loss_mmHg,data_type
Analytical (Poiseuille),33.12125879497974,13.449660602351624,120.66520048248073,0.9050659342230144,model
Analytical (Poiseuille),33.20277188953944,13.531173696911328,121.39650472782905,0.9105511823092142,model
Analytical (Poiseuille),33.284284984099145,13.612686791471031,122.1278089731774,0.916036430395414,model
Analytical (Poiseuille),33.365798078658855,13.694199886030741,122.85911321852579,0.9215216784816144,model
Analytical (Poiseuille),33.44731117321856,13.775712980590445,123.59041746387413,0.9270069265678142,model
Analytical (Poiseuille),33.52882426777827,13.857226075150155,124.32172170922253,0.9324921746540146,model
Analytical (Poiseuille),33.61033736233797,13.938739169709859,125.05302595457087,0.9379774227402145,model
Analytical (Poiseuille),33.69185045689768,14.020252264269569,125.78433019991927,0.9434626708264148,model
Analytical (Poiseuille),33.773363551457386,14.101765358829272,126.51563444526761,0.9489479189126147,model
Analytical (Poiseuille),33.8548766460171,14.183278453388983,127.246938690616,0.954433166998815,model
Analytical (Poiseuille),33.9363897405768,14.264791547948686,127.97824293596436,0.959918415085015,model
Analytical (Poiseuille),34.01790283513651,14.346304642508397,128.70954718131276,0.9654036631712153,model
Analytical (Poiseuille),34.099415929696214,14.4278177370681,129.44085142666108,0.970888911257415,model
Analytical (Poiseuille),34.180929024255924,14.50933083162781,130.17215567200947,0.9763741593436153,model
Analytical (Poiseuille),34.26244211881563,14.590843926187514,130.90345991735782,0.9818594074298153,model
Analytical (Poiseuille),34.34395521337534,14.672357020747224,131.6347641627062,0.9873446555160154,model
Analytical (Poiseuille),34.42546830793504,14.753870115306928,132.36606840805456,0.9928299036022153,model
Analytical (Poiseuille),34.50698140249475,14.835383209866638,133.09737265340297,0.9983151516884158,model
Analytical (Poiseuille),34.588494497054455,14.916896304426341,133.8286768987513,1.0038003997746157,model
Analytical (Poiseuille),34.670007591614166,14.998409398986052,134.5599811440997,1.009285647860816,model
Analytical (Poiseuille),34.75152068617387,15.079922493545755,135.29128538944803,1.0147708959470159,model
Analytical (Poiseuille),34.83303378073357,15.161435588105459,136.02258963479636,1.0202561440332156,model
Analytical (Poiseuille),34.91454687529328,15.242948682665169,136.75389388014477,1.025741392119416,model
Analytical (Poiseuille),34.99605996985299,15.32446177722488,137.48519812549316,1.031226640205616,model
Analytical (Poiseuille),35.0775730644127,15.405974871784583,138.2165023708415,1.036711888291816,model
Analytical (Poiseuille),35.1590861589724,15.487487966344286,138.94780661618987,1.042197136378016,model
Analytical (Poiseuille),35.24059925353211,15.569001060903997,139.67911086153825,1.0476823844642162,model
Analytical (Poiseuille),35.32211234809182,15.650514155463707,140.41041510688666,1.0531676325504167,model
Analytical (Poiseuille),35.403625442651524,15.73202725002341,141.141719352235,1.0586528806366164,model
Analytical (Poiseuille),35.48513853721123,15.813540344583114,141.8730235975833,1.0641381287228162,model
Analytical (Poiseuille),35.56665163177094,15.895053439142824,142.60432784293172,1.0696233768090166,model
Analytical (Poiseuille),35.64816472633065,15.976566533702535,143.3356320882801,1.0751086248952169,model
Analytical (Poiseuille),35.72967782089035,16.058079628262238,144.06693633362846,1.0805938729814168,model
Analytical (Poiseuille),35.811190915450055,16.13959272282194,144.79824057897682,1.0860791210676168,model
Analytical (Poiseuille),35.892704010009766,16.221105817381652,145.5295448243252,1.091564369153817,model
CFD,19.671598192628114,0.0,0.0,0.0,measured area average
CFD,27.312602808367757,7.641004615739643,124.16477435512064,0.9313149694358068,measured area average
CFD,35.892704010009766,16.221105817381652,356.36595884094373,2.672971893918061,measured area average
Native 0D,19.671598192628114,0.0,0.0,0.0,model
Native 0D,19.93771828711033,0.26612009448221485,1.276793988763238,0.009576768941084278,model
Native 0D,20.214028656482697,0.5424304638545827,2.5065891397545554,0.018801016634573106,model
Native 0D,20.491082221269608,0.8194840286414937,3.6854304659290005,0.02764307815611077,model
Native 0D,20.767394453287125,1.0957962606590108,5.022368632589096,0.037670966776594234,model
Native 0D,21.045589819550514,1.3739916269224004,6.362159835638912,0.0477202549889659,model
Native 0D,21.330034360289574,1.6584361676614598,7.837049521649769,0.058782867956149544,model
