segment_id,s_start_m,s_end_m,length_m,radius_m,area_m2,resistance_Pa_s_m3
24,0.017228500843048094,0.017946355044841766,0.0006119239,0.0013353592050153813,5.602038402884253e-06,1715193.7087209914
25,0.017946355044841766,0.018664209246635435,0.0009085722,0.0013179523625335941,5.456941506695608e-06,2683915.0402066065
26,0.018664209246635435,0.019382063448429108,0.00059377565,0.0012775916009254368,5.12783413146261e-06,1986380.076889791
27,0.019382063448429108,0.020099917650222777,0.0008407384,0.0011942553270948594,4.480683284436041e-06,3683666.4781771335
28,0.020099917650222777,0.02081777185201645,0.0005533641,0.0011918384944635493,4.4625663811929534e-06,2444271.88686796
29,0.02081777185201645,0.021535626053810118,0.00085445424,0.0011556025418868517,4.195336974373109e-06,4270345.482386377
30,0.021535626053810118,0.02225348025560379,0.0006088849,0.0011335314884658642,4.0366124054398545e-06,3287070.431609017
31,0.02225348025560379,0.02297133445739746,0.00061202014,0.0011157210914204446,3.9107599476871635e-06,3520070.024184877
32,0.02297133445739746,0.02368918865919113,0.0008949031,0.001051246626153622,3.471835205147484e-06,6530789.800304447
33,0.02368918865919113,0.0244070428609848,0.0006615843,0.0009925820279659298,3.0951570309446715e-06,6074740.488554761
34,0.0244070428609848,0.02512489706277847,0.00069266825,0.00099932012032737,3.137322295778456e-06,6190345.891686109
35,0.02512489706277847,0.025842751264572143,0.0006440561,0.001007512407353811,3.188971800849969e-06,5570962.844377099
36,0.025842751264572143,0.02656060546636581,0.0009014505,0.0009731395881303439,2.9750903100750745e-06,8958792.7621294
37,0.02656060546636581,0.027278459668159484,0.00062943064,0.0009879817509296086,3.066533533948534e-06,5887898.915683303
38,0.027278459668159484,0.027996313869953153,0.0006452474,0.0008783700619562404,2.423845438766955e-06,9661049.889445573
39,0.027996313869953153,0.028714168071746825,0.0006526592,0.0009336270002458574,2.738398690780173e-06,7655984.117420939
40,0.028714168071746825,0.029432022273540494,0.0010260465,0.0009825573994023337,3.03295337350235e-06,9811681.990853256
41,0.029432022273540494,0.030149876475334167,0.000627145,0.0008863255233009892,2.467950155972178e-06,9057390.605728066
42,0.030149876475334167,0.030867730677127836,0.00058681413,0.000985594382802044,3.0517314402546144e-06,5542629.427940333
43,0.030867730677127836,0.031585584878921505,0.0006220927,0.0010197425889727143,3.2668634965498838e-06,5127445.16321481
44,0.031585584878921505,0.03230343908071518,0.0009876259,0.0008411710124483253,2.2228925424414674e-06,17581804.351003103
45,0.03230343908071518,0.03302129328250885,0.0005919631,0.0007267763158625553,1.6594012194574639e-06,18910357.806475587
46,0.03302129328250885,0.03373914748430252,0.00084783905,0.000864114617320856,2.3458086106582053e-06,13553022.781411976
47,0.03373914748430252,0.03445700168609619,0.0005810037,0.0009658461350495965,2.9306622165408177e-06,5950525.09079226
48,0.03445700168609619,0.03517485588788986,0.0008713462,0.0011361481100152112,4.0552699866375356e-06,4660785.397117831
49,0.03517485588788986,0.03589271008968353,0.00058608176,0.0012308165216599121,4.759227959122524e-06,2276109.211333689
