segment_id,s_start_m,s_end_m,length_m,radius_m,area_m2,resistance_Pa_s_m3
0,0.0,0.0007178542017936706,0.0007546332,0.001570256455099449,7.746241765666682e-06,1106271.5111322755
1,0.0007178542017936706,0.0014357084035873412,0.00055881613,0.0013535362559683021,5.755587481699722e-06,1483875.6840820275
2,0.0014357084035873412,0.0021535626053810117,0.00081521453,0.0013542382442154207,5.761559102304302e-06,2160228.909656685
3,0.0021535626053810117,0.0028714168071746825,0.0007898576,0.0012914197626451094,5.2394382824396185e-06,2530971.41134495
4,0.0028714168071746825,0.003589271008968353,0.0007714598,0.0011887183513460337,4.439231642371745e-06,3443543.511470299
5,0.003589271008968353,0.0043071252107620235,0.0005290392,0.0012777265609801559,5.12891755957441e-06,1769067.1098185405
6,0.0043071252107620235,0.005024979412555694,0.0007835261,0.0012159015597895714,4.644582739240093e-06,3194978.701052962
7,0.005024979412555694,0.005742833614349365,0.00080957904,0.0010604201970674893,3.5326926468736093e-06,5706311.177911329
8,0.005742833614349365,0.006460687816143036,0.0005664077,0.0009982498475694535,3.130605744356495e-06,5083704.385554689
9,0.006460687816143036,0.007178542017936706,0.00087231916,0.0009610510704196893,2.9016351676288716e-06,9113762.388598489
10,0.007178542017936706,0.007896396219730376,0.00057441776,0.0008900101014192459,2.488512028718238e-06,8159363.39098922
11,0.007896396219730376,0.008614250421524047,0.0008470549,0.0009357184835779569,2.750681391038799e-06,9847792.139901517
12,0.008614250421524047,0.009332104623317718,0.0005487971,0.0010099316758935876,3.2043050946407267e-06,4701668.156905194
13,0.009332104623317718,0.010049958825111388,0.0008205462,0.001005554584019665,3.1765900631158333e-06,7153005.9286428895
14,0.010049958825111388,0.010767813026905059,0.00087319734,0.0008184638701918637,2.104499847116456e-06,17342931.50649404
15,0.010767813026905059,0.01148566722869873,0.00064031075,0.0008112888868097556,2.067763793804936e-06,13173368.69476455
16,0.01148566722869873,0.0122035214304924,0.00061140663,0.0008219954452666843,2.122700366425446e-06,11936050.87878272
17,0.0122035214304924,0.012921375632286071,0.000829703,0.0008588702172099465,2.3174211107736072e-06,13590037.233360397
18,0.012921375632286071,0.013639229834079742,0.000593298,0.001414195564827725,6.283025386222678e-06,1322035.6250553622
19,0.013639229834079742,0.014357084035873413,0.0007484056,0.0014103934318555327,6.249286368292899e-06,1685714.6829146994
20,0.014357084035873413,0.015074938237667083,0.00087048474,0.001528910002378287,7.3436795300246315e-06,1419847.2818717111
21,0.015074938237667083,0.015792792439460752,0.0005980572,0.00133597351394903,5.607193830425893e-06,1673244.7442512973
22,0.015792792439460752,0.016510646641254425,0.0005831375,0.0012598614491186873,4.9864956756604385e-06,2062946.5826440079
23,0.016510646641254425,0.017228500843048094,0.00086934457,0.001296189699845293,5.278214126893137e-06,2744895.6613543006
