s_m,radius_m,cumulative_resistance_Pa_s_m3,pressure_Pa,pressure_mmHg,flow_m3_s
0.02433838619312911,0.0010151828433640686,185000190.74848148,312.4111665320974,2.343282928039614,1.033396035006115e-06
0.024686714672612495,0.0009932835043414798,188267863.91195202,309.034366041271,2.317954771465107,1.033396035006115e-06
0.0250364047762797,0.0010052492806497542,191611242.4344194,305.57933193262863,2.2920398128788095,1.033396035006115e-06
0.02537601152627072,0.0010272734801712545,194648881.19758475,302.4402480789927,2.2684946826404695,1.033396035006115e-06
0.025701160422790578,0.0009865149785002272,197675770.31808034,299.31227286346945,2.245032874270334,1.033396035006115e-06
0.026013055111526618,0.0009474964623701107,201088721.5468762,295.78534259596256,2.218578648654855,1.033396035006115e-06
0.026316087018541313,0.0009522804918859935,204636014.67698425,292.11958394030444,2.1910831216176208,1.033396035006115e-06
0.026618181398407336,0.0010151810628848822,207741585.57783473,288.9102992849352,2.167011440609466,1.033396035006115e-06
0.02692735001773116,0.0010073570412195542,210559093.75698617,285.9986975040028,2.1451725709485516,1.033396035006115e-06
0.027245115300237644,0.0009673944217997907,213758178.7111881,282.6927757966828,2.120376050439408,1.033396035006115e-06
0.027568170041331136,0.0008869956915626151,218002459.39410338,278.3067529675051,2.087478082893334,1.033396035006115e-06
0.027893920760694666,0.0008694825621559493,223225670.66731834,272.90910714776555,2.0469922979535675,1.033396035006115e-06
0.02822111397418664,0.0009135829847890084,228191375.67815587,267.77756727855603,2.0085024772997406,1.033396035006115e-06
0.0285506063390111,0.0009524573355011466,232352747.19482163,263.47722245304624,1.9762471494055462,1.033396035006115e-06
0.028886505296076153,0.000977981712798448,236047071.0685831,259.65952280987267,1.9476119680913329,1.033396035006115e-06
0.029231549139320523,0.0009920379734805055,239541729.52757674,256.04815661464806,1.9205244191854913,1.033396035006115e-06
0.029579297423968674,0.0009774427504399483,243067777.24616265,252.40435288301907,1.8931935680759295,1.033396035006115e-06
0.02991560073075682,0.00089459836920761,247325149.05104005,248.00480174031193,1.8601941295533515,1.033396035006115e-06
0.030232212206030187,0.0008778143142656077,252221226.60509956,242.94521460886438,1.8222440003065088,1.033396035006115e-06
0.030533685015740476,0.0009616537036836794,256320103.06532863,238.7094519268838,1.7904730796633999,1.033396035006115e-06
0.03082993607193367,0.0010079075676982115,259338433.50845554,235.5903212146182,1.7670776107065467,1.033396035006115e-06
0.03113045066683504,0.0010399733222184204,261950010.4092362,232.89152800023788,1.7468349409717667,1.033396035006115e-06
0.03144451097746013,0.0009982306307513955,264736353.42747608,230.01213217302183,1.7252376364967659,1.033396035006115e-06
0.03177466628776083,0.0009406779306389622,268329724.52139667,226.2987567322587,1.6973849532129635,1.033396035006115e-06
0.03211116800801775,0.0008092928735982641,274115133.0117207,220.32013853746713,1.6525415050589336,1.033396035006115e-06
0.03244119449061597,0.0007338308578536229,283203510.5883794,210.92824518510957,1.5820963170752733,1.033396035006115e-06
0.03275651768886459,0.0007118926835610768,294234291.0039613,199.52908044062406,1.4965953139063626,1.033396035006115e-06
0.03305536786746392,0.0007407979352837441,304506670.83953846,188.9136438484619,1.4169727715490459,1.033396035006115e-06
0.03334400962607736,0.0007990662765173603,312446777.1193571,180.70836950137016,1.3554279826388005,1.033396035006115e-06
0.03362948053058317,0.0008670613487556793,318189734.10451204,174.7736205237004,1.3109135815821875,1.033396035006115e-06
0.033914490664474294,0.0009146156609986182,322533102.2406356,170.28520111325844,1.2772475743932616,1.033396035006115e-06
0.034202327485034316,0.0009311628018647892,326317255.22751456,166.3746724207611,1.2479161160255705,1.033396035006115e-06
0.03449564465486458,0.000997150507644059,329589875.3394777,162.99275977297714,1.2225496150146047,1.033396035006115e-06
0.03479095160147175,0.0010777434862736636,332056023.2259468,160.44425232536128,1.203434184345879,1.033396035006115e-06
0.03508412583837665,0.0011330264640460927,333939049.5021635,158.4983404377066,1.1888386045641874,1.033396035006115e-06
0.03537675091193668,0.0011894419311249545,335481688.3488082,156.90418357013755,1.1768814116960258,1.033396035006115e-06
0.03559682436099496,0.0012202822372971893,336478472.5287708,155.8741107508074,1.1691552088238055,1.033396035006115e-06
0.03589270492000001,0.0012410870647577832,337708489.7754258,154.60301580512498,1.1596211863392762,1.033396035006115e-06
