segment_id,s_start_m,s_end_m,length_m,radius_m,area_m2,resistance_Pa_s_m3
0,0.0,0.0017946355044841766,0.0018612072,0.0014617612226092125,6.712785133824692e-06,3633265.4781247624
1,0.0017946355044841766,0.003589271008968353,0.0018287739,0.0012559384118933361,4.955489486614256e-06,6550806.867724192
2,0.003589271008968353,0.0053839065134525296,0.0015807521,0.0012228096507921437,4.69750864478977e-06,6301391.906748252
3,0.0053839065134525296,0.007178542017936706,0.0019801194,0.0009932035825552861,3.099034617577292e-06,18136205.345302768
4,0.007178542017936706,0.008973177522420883,0.0016987541,0.0009375849179094589,2.7616656486243044e-06,19592787.931242105
5,0.008973177522420883,0.010767813026905059,0.001965259,0.0009377159016863736,2.762437330544545e-06,22653891.82964375
6,0.010767813026905059,0.012562448531389237,0.0015359726,0.0008125832583579756,2.0743670882481333e-06,31399312.580862824
7,0.012562448531389237,0.014357084035873413,0.0018871514,0.001317676317670967,5.454655835440827e-06,5579302.872294674
8,0.014357084035873413,0.01615171954035759,0.0017617102,0.001432087901748736,6.443016215810939e-06,3733050.9121852065
9,0.01615171954035759,0.017946355044841766,0.0017712377,0.001304850722694585,5.348986891137545e-06,5445549.179835885
10,0.017946355044841766,0.019740990549325942,0.001788247,0.0012882498893203637,5.213748769259685e-06,5786756.59358018
11,0.019740990549325942,0.021535626053810118,0.0019626576,0.001174993615607885,4.33731422316595e-06,9177209.8170535
12,0.021535626053810118,0.023330261558294294,0.0018128748,0.0011112401320552388,3.879410237284132e-06,10596057.401715131
13,0.023330261558294294,0.025124897062778474,0.001657186,0.0009924998227009534,3.0946443727250653e-06,15221507.021582823
14,0.025124897062778474,0.02691953256726265,0.0018567066,0.0009907458804084732,3.08371634734462e-06,17175220.93242349
15,0.02691953256726265,0.028714168071746825,0.0016161372,0.0009202543968715957,2.6605147741862047e-06,20084211.495345067
16,0.028714168071746825,0.030508803576231,0.0019467737,0.0009499284565869997,2.834860341449585e-06,21308851.573528606
17,0.030508803576231,0.03230343908071518,0.0019029505,0.0009406091073170163,2.7795099403757327e-06,21667007.00442096
18,0.03230343908071518,0.03409807458519935,0.0017275725,0.0008396642427880637,2.2149360457179383e-06,30975748.60615892
19,0.03409807458519935,0.03589271008968353,0.0017506613,0.0011522742626037682,4.171205588922328e-06,8850887.939740663
