global_s_mm,p_cfd_pa,p_1d_pa,p_poiseuille_pa,err_1d_pa,err_poiseuille_pa
19.671598192628114,446.3130043965965,446.3130043965965,446.3130043965965,0.0,0.0
27.312602808367757,322.14823004147587,-41.677773031172364,377.7608393193175,-363.82600307264823,55.612609277841614
35.892704010009766,89.94704555565278,89.9470455553366,300.78345957227134,-3.161773065585294e-10,210.83641401661856
