file,bytes,sha256
data/graph_mr_025.vtp,44687,eb633b1a9777fdd94663ae1bf81a6c3ddff9dab793c28938977210d6112fb8b9
data/mr_limited/graph_mr_025.vtp,44687,eb633b1a9777fdd94663ae1bf81a6c3ddff9dab793c28938977210d6112fb8b9
data/mr_limited/geometry/segment_test_centerline_candidate.vtu,9188,4b2b9be717ac731206c1ffaedc7ceb72bb63262a72c0983a308758bde85dd4eb
data/mr_limited/geometry/segment_test.stl,766484,7b6fb995ccc604580223317ecf1e87fd20328a88286b10fab6cd19098449c92e
openfoam/segment_test_V2/constant/triSurface/segment_test_closed.stl,379484,f7f30f3165336acd4f9200e1835b0a93990af6be13ff6b440e03542b941bf9b5
