point_id,s_m,distance_from_inlet_mm,radius_nominal_m,pressure_absolute_Pa,pressure_gauge_Pa,pressure_gauge_mmHg,flow_m3_s,flow_mL_s,area_m2,velocity_m_s
0,0,0,0.0017832203084366,100383.4218598808,383.4218598808366,2.875900463160364,1.021374473889156e-06,1.021374473889156,1.001861909247843e-05,0.1019476313980148
1,0.0008973177522420874,0.8973177522420874,0.001317534034631694,100363.5615710837,363.5615710836719,2.726936046347991,1.019928310944014e-06,1.019928310944014,5.468358123422443e-06,0.1865145444378984
2,0.001794635504484175,1.794635504484175,0.00134815117593261,100364.4471290267,364.4471290266665,2.733578277177514,1.020797389186358e-06,1.020797389186358,5.725498870932322e-06,0.1782896870735365
3,0.002691953256726262,2.691953256726262,0.001279262230545742,100357.6368704244,357.6368704243796,2.682497136747373,1.020778834897894e-06,1.020778834897894,5.155053140636862e-06,0.1980151942664658
4,0.00358927100896835,3.58927100896835,0.001239188300540564,100351.5583093725,351.5583093724708,2.636904179293236,1.02078873549035e-06,1.02078873549035,4.8369191359007e-06,0.2110411033530951
5,0.004486588761210437,4.486588761210437,0.001238630277988451,100348.0799053461,348.0799053460505,2.610814003439021,1.02079492388114e-06,1.02079492388114,4.832437954298283e-06,0.2112380852331683
6,0.005383906513452524,5.383906513452525,0.001058711878961973,100320.7304830361,320.7304830360663,2.405676465603028,1.020477551248724e-06,1.020477551248725,3.529795159111097e-06,0.2891039095506062
7,0.006281224265694612,6.281224265694612,0.0009827983278372851,100297.9278820295,297.9278820295149,2.23464289225282,1.020603643020709e-06,1.020603643020709,3.041225071672685e-06,0.3355896582857309
8,0.007178542017936699,7.178542017936699,0.0009433372596827675,100277.7864792734,277.786479273389,2.083569947342887,1.020625413573609e-06,1.020625413573609,2.8014842640536e-06,0.3643159716026027
9,0.008075859770178787,8.075859770178786,0.000904794495059374,100253.6817062535,253.6817062534974,1.902769280646871,1.020621804064375e-06,1.020621804064376,2.576770110029495e-06,0.3960857265447163
10,0.008973177522420875,8.973177522420874,0.001010132613605864,100272.5134710871,272.5134710871498,2.044019133287145,1.020598782951862e-06,1.020598782951862,3.212135376405451e-06,0.3177321968589854
11,0.009870495274662962,9.870495274662963,0.000950592166096466,100248.7961415515,248.7961415515456,1.86612453171808,1.020620898992947e-06,1.020620898992947,2.844122773129402e-06,0.3588526351708196
12,0.01076781302690505,10.76781302690505,0.0008262707214182875,100181.8016151266,181.8016151265765,1.363624257908294,1.020396526663999e-06,1.020396526663999,2.147764044361135e-06,0.4750971574864038
13,0.01166513077914714,11.66513077914714,0.000812602321652416,100156.1357107985,156.135710798495,1.171114143415867,1.020531864604847e-06,1.020531864604846,2.076894383488974e-06,0.4913740155431937
14,0.01256244853138922,12.56244853138922,0.000838655559145154,100153.6684717453,153.668471745259,1.152608328598386,1.020525483646098e-06,1.020525483646098,2.212165034669523e-06,0.4613243296536129
15,0.01345976628363131,13.45976628363131,0.001408516884480963,100213.0387300625,213.0387300625152,1.59792188856498,1.024436559739659e-06,1.024436559739659,6.24263043555898e-06,0.1641033391013043
16,0.0143570840358734,14.3570840358734,0.001600981834623347,100217.6029248015,217.6029248014966,1.632156164534195,1.025023090621811e-06,1.025023090621811,8.065497735394633e-06,0.1270873866816576
17,0.01525440178811549,15.25440178811549,0.001314842831149423,100203.5570918321,203.5570918320882,1.526803753081315,1.024529066171613e-06,1.024529066171613,5.439516973564457e-06,0.1883492621205466
18,0.01615171954035757,16.15171954035757,0.00126423257519591,100197.9713580382,197.9713580382231,1.484907304063359,1.024821925891326e-06,1.024821925891326,5.028615420497845e-06,0.2037980208164561
