point_id,s_m,distance_from_inlet_mm,radius_nominal_m,pressure_absolute_Pa,pressure_gauge_Pa,pressure_gauge_mmHg,flow_m3_s,flow_mL_s,area_m2,velocity_m_s
0,0,0,0.001191975701427849,100166.1217823028,166.1217823028273,1.246015839613855,1.021374473887895e-06,1.021374473887894,4.469156904008228e-06,0.2285385131536654
1,0.0004055276454345419,0.4055276454345419,0.001194893945493362,100164.5763220392,164.5763220391673,1.234423934318113,1.021374467902572e-06,1.021374467902572,4.491014816892526e-06,0.2274262075602559
2,0.0008110552908690838,0.8110552908690838,0.001191728671827326,100162.4679896187,162.4679896187154,1.218610140638331,1.021374467120944e-06,1.021374467120944,4.467182343152831e-06,0.2286395290505099
3,0.001216582936303626,1.216582936303626,0.001168607747780219,100158.3082237536,158.3082237535709,1.187409330695138,1.021374308371387e-06,1.021374308371387,4.295392804178187e-06,0.2377836800811698
4,0.001622110581738164,1.622110581738164,0.001148436936910175,100154.1002433039,154.100243303852,1.155846881626435,1.021374320484801e-06,1.021374320484801,4.148259998956115e-06,0.2462175275277084
5,0.002027638227172706,2.027638227172706,0.001135089407810303,100150.3937231148,150.3937231147866,1.12804569383876,1.021374374917478e-06,1.021374374917478,4.052282745865777e-06,0.2520491384663952
6,0.002433165872607248,2.433165872607248,0.001126450594077963,100147.0953470387,147.0953470386885,1.103305838662335,1.021374399141368e-06,1.021374399141368,3.990737459852723e-06,0.2559362547441018
7,0.00283869351804179,2.83869351804179,0.001116301782696187,100143.485005061,143.4850050609821,1.076226046787453,1.021374386626789e-06,1.021374386626789,3.919045847739145e-06,0.2606181265310643
8,0.003244221163476332,3.244221163476332,0.001110181596645667,100140.2856648116,140.2856648115994,1.052229021401716,1.021374405601848e-06,1.021374405601848,3.876097919472687e-06,0.2635058315918652
9,0.003649748808910874,3.649748808910874,0.001039070339031723,100126.3295445788,126.3295445788244,0.9475495108129524,1.021371823337852e-06,1.021371823337852,3.395088913764458e-06,0.3008380190566785
10,0.004055276454345412,4.055276454345412,0.000974836307942407,100108.7577458189,108.7577458189044,0.815750180936663,1.021371129063425e-06,1.021371129063425,2.987909502753289e-06,0.341834693494787
11,0.004460804099779954,4.460804099779954,0.0009939387575627315,100109.4643775065,109.4643775064906,0.8210503544798315,1.021372564736747e-06,1.021372564736747,3.10617270719151e-06,0.3288202753093049
12,0.004866331745214496,4.866331745214496,0.001002363634511581,100107.6543972711,107.6543972710788,0.807474386226614,1.021372653184765e-06,1.021372653184765,3.159010425092901e-06,0.3233204439820608
13,0.005271859390649038,5.271859390649038,0.001009066832944164,100105.5094450572,105.5094450572215,0.7913859215073457,1.021372651608751e-06,1.021372651608751,3.201351300777965e-06,0.3190442271551856
14,0.00567738703608358,5.677387036083579,0.001008639564453851,100101.8589422518,101.858942251798,0.76400489865135,1.021372664881325e-06,1.021372664881325,3.198553243081839e-06,0.3193233275358718
15,0.006082914681518121,6.082914681518122,0.000965613205172687,100087.6546769068,87.65467690682271,0.657464146652591,1.021371664742564e-06,1.021371664742564,2.931174865209263e-06,0.3484512905953501
16,0.006488442326952663,6.488442326952663,0.0009635971250844095,100082.8564173519,82.85641735189711,0.6214742401807407,1.021372374919339e-06,1.021372374919339,2.918842778321513e-06,0.3499237377584738
17,0.006893969972387205,6.893969972387206,0.001004698590754906,100088.9061454804,88.90614548043231,0.666850932923966,1.021371718335939e-06,1.021371718335939,3.17329901182743e-06,0.3218643167660304
18,0.007299497617821744,7.299497617821744,0.000983346943701225,100080.1962499523,80.19624995233607,0.6015213437578312,1.02137206926507e-06,1.02137206926507,3.039657098712649e-06,0.3360155557341897
19,0.007705025263256286,7.705025263256285,0.000910639289640175,100054.004950662,54.00495066201256,0.4050704429583231,1.021368458399806e-06,1.021368458399806,2.606264739277131e-06,0.3918897581691583
20,0.008110552908690827,8.110552908690828,0.0008861849269202165,100038.9650136504,38.96501365044969,0.2922616379754798,1.021370464284285e-06,1.021370464284285,2.467888295925378e-06,0.4138641388149657
21,0.008516080554125369,8.51608055412537,0.000926666942027879,100048.3501977995,48.3501977995038,0.3626563083510773,1.021370071160205e-06,1.021370071160205,2.698700475663887e-06,0.378467369895605
22,0.008921608199559911,8.921608199559911,0.000966721710491089,100055.5765894867,55.57658948669268,0.41685870360998,1.021370109219944e-06,1.021370109219944,2.937202048482654e-06,0.3477357336543722
23,0.00932713584499445,9.32713584499445,0.0009848569081098129,100056.102179971,56.10217997102882,0.4208009564533748,1.021370534466868e-06,1.021370534466868,3.048448489759652e-06,0.3350460202618495
24,0.009732663490428992,9.732663490428992,0.000961989085343059,100046.1202471079,46.12024710790138,0.3459303026173475,1.021370398550518e-06,1.021370398550518,2.908307827413706e-06,0.3511906095095574
25,0.01013819113586353,10.13819113586353,0.0009017432889312236,100021.8627161807,21.86271618072351,0.1639838573878579,1.021368075293602e-06,1.021368075293602,2.554976552483282e-06,0.3997563399559545
26,0.01054371878129808,10.54371878129808,0.000920137021680123,100023.0835699454,23.08356994541828,0.1731410137076044,1.021369535370166e-06,1.021369535370166,2.660296647763006e-06,0.3839306929283124
27,0.01094924642673262,10.94924642673262,0.0009992999059391149,100040.663980393,40.66398039298656,0.3050049365533813,1.021368267737749e-06,1.021368267737749,3.138152227000384e-06,0.3254680442045612
28,0.01135477407216716,11.35477407216716,0.001020771140725948,100041.702794098,41.70279409804789,0.3127966801343334,1.021370076758059e-06,1.021370076758059,3.274480911777281e-06,0.3119181648256837
29,0.0117603017176017,11.7603017176017,0.0009686238731455825,100025.8662440608,25.86624406084593,0.1940127860678707,1.021368700879001e-06,1.021368700879002,2.948115252656061e-06,0.3464480230069428
30,0.01216582936303624,12.16582936303624,0.0008508973528290246,99977.02169213671,-22.97830786328996,-0.1723514831606498,1.021356095846651e-06,1.021356095846651,2.274203740138919e-06,0.4491049231080159
31,0.01257135700847078,12.57135700847078,0.0007483773859150756,99895.82302663727,-104.1769733627298,-0.7813915618625208,1.021349989019674e-06,1.021349989019674,1.758133267429026e-06,0.5809286519638479
32,0.01297688465390532,12.97688465390532,0.0007257603346606355,99859.86210674029,-140.1378932597145,-1.051120643609589,1.021356843336172e-06,1.021356843336172,1.653026256684066e-06,0.6178709135484083
33,0.01338241229933986,13.38241229933986,0.0007807633071585934,99899.66639222328,-100.3336077767162,-0.7525639491845526,1.02135558405171e-06,1.02135558405171,1.913646844794642e-06,0.5337220850495435
34,0.0137879399447744,13.7879399447744,0.000867853451618963,99943.68783290386,-56.31216709614091,-0.4223759894224269,1.021355160650502e-06,1.021355160650502,2.365152906498101e-06,0.4318347274058641
35,0.01419346759020895,14.19346759020894,0.0009243490317366241,99959.99512727775,-40.00487272224564,-0.3000612224517767,1.021357169413189e-06,1.021357169413189,2.6834378422151e-06,0.3806151770485338
36,0.01459899523564349,14.59899523564349,0.0009961562108271899,99975.48556930484,-24.51443069515517,-0.1838733519581288,1.021357099138325e-06,1.021357099138325,3.116914680623024e-06,0.327682084302133
37,0.01500452288107803,15.00452288107803,0.001093661081916663,99990.08655087976,-9.913449120242149,-0.07435698352014081,1.02135737455437e-06,1.02135737455437,3.757362510545072e-06,0.2718282762677189
