"U:0","U:1","U:2","p","Cell Type"
4.63629998e-02,-2.56758004e-01,1.01381000e-02,9.33611989e-02,5
-4.79515002e-04,-2.99434997e-02,-2.51754001e-03,8.46873000e-02,5
-4.79515002e-04,-2.99434997e-02,-2.51754001e-03,8.46873000e-02,5
7.93880026e-04,-4.69150990e-02,-5.35003003e-03,8.47231969e-02,5
7.93880026e-04,-4.69150990e-02,-5.35003003e-03,8.47231969e-02,5
2.27931002e-03,-4.82480004e-02,-4.40111989e-03,8.48188996e-02,5
2.27931002e-03,-4.82480004e-02,-4.40111989e-03,8.48188996e-02,5
-1.40671001e-03,-3.02185994e-02,-3.18564009e-03,8.46512988e-02,5
-1.40671001e-03,-3.02185994e-02,-3.18564009e-03,8.46512988e-02,5
-2.50989990e-03,-2.73346007e-02,-4.51121992e-03,8.46216008e-02,5
-2.50989990e-03,-2.73346007e-02,-4.51121992e-03,8.46216008e-02,5
-8.62762972e-04,-4.42093015e-02,-6.04085019e-03,8.47761035e-02,5
-8.62762972e-04,-4.42093015e-02,-6.04085019e-03,8.47761035e-02,5
-1.09419005e-03,-4.05962989e-02,-6.80983020e-03,8.46963003e-02,5
-1.09419005e-03,-4.05962989e-02,-6.80983020e-03,8.46963003e-02,5
-2.59608007e-03,-2.93683000e-02,-3.81340994e-03,8.46192017e-02,5
-2.59608007e-03,-2.93683000e-02,-3.81340994e-03,8.46192017e-02,5
1.77408997e-02,-6.25950024e-02,3.14881001e-03,8.50400999e-02,5
1.77408997e-02,-6.25950024e-02,3.14881001e-03,8.50400999e-02,5
1.77408997e-02,-6.25950024e-02,3.14881001e-03,8.50400999e-02,5
1.77408997e-02,-6.25950024e-02,3.14881001e-03,8.50400999e-02,5
2.49198992e-02,-1.00726999e-01,2.82257004e-03,8.49222019e-02,5
2.49198992e-02,-1.00726999e-01,2.82257004e-03,8.49222019e-02,5
3.56274992e-02,-9.54772979e-02,9.94597003e-03,8.47982988e-02,5
2.68229004e-02,-9.61102992e-02,9.79600009e-03,8.48390982e-02,5
5.30534014e-02,-1.50356993e-01,1.21857999e-02,8.55237022e-02,5
5.30534014e-02,-1.50356993e-01,1.21857999e-02,8.55237022e-02,5
5.55598997e-02,-1.38797000e-01,2.28940006e-02,8.53670016e-02,5
5.55598997e-02,-1.38797000e-01,2.28940006e-02,8.53670016e-02,5
5.55598997e-02,-1.38797000e-01,2.28940006e-02,8.53670016e-02,5
3.14195991e-01,-5.18962979e-01,1.69881001e-01,8.37744996e-02,5
3.14195991e-01,-5.18962979e-01,1.69881001e-01,8.37744996e-02,5
3.66786003e-01,-6.20015025e-01,1.13370001e-01,7.37703964e-02,5
3.66786003e-01,-6.20015025e-01,1.13370001e-01,7.37703964e-02,5
3.77972990e-01,-6.34357989e-01,1.51794001e-01,6.75984025e-02,5
3.77972990e-01,-6.34357989e-01,1.51794001e-01,6.75984025e-02,5
3.15825999e-01,-5.29302001e-01,1.61478996e-01,8.29026997e-02,5
3.15825999e-01,-5.29302001e-01,1.61478996e-01,8.29026997e-02,5
3.73726994e-01,-6.08597994e-01,1.34231001e-01,6.45695999e-02,5
3.73726994e-01,-6.08597994e-01,1.34231001e-01,6.45695999e-02,5
3.65235001e-01,-5.93702972e-01,1.06467001e-01,7.09827989e-02,5
3.65235001e-01,-5.93702972e-01,1.06467001e-01,7.09827989e-02,5
1.15070999e-01,-2.21827000e-01,8.24254975e-02,6.27449974e-02,5
1.15070999e-01,-2.21827000e-01,8.24254975e-02,6.27449974e-02,5
1.15070999e-01,-2.21827000e-01,8.24254975e-02,6.27449974e-02,5
7.60928988e-02,-1.56192005e-01,6.22272007e-02,7.93680996e-02,5
7.60928988e-02,-1.56192005e-01,6.22272007e-02,7.93680996e-02,5
1.90596998e-01,-3.20302010e-01,1.37204006e-01,6.54110983e-02,5
1.90596998e-01,-3.20302010e-01,1.37204006e-01,6.54110983e-02,5
1.41922995e-01,-2.64138013e-01,9.78982002e-02,6.03028014e-02,5
1.41922995e-01,-2.64138013e-01,9.78982002e-02,6.03028014e-02,5
2.10975006e-01,-3.47259998e-01,1.47854000e-01,6.42846972e-02,5
2.10975006e-01,-3.47259998e-01,1.47854000e-01,6.42846972e-02,5
1.14983000e-01,-2.31775999e-01,8.77953991e-02,7.74829984e-02,5
1.14983000e-01,-2.31775999e-01,8.77953991e-02,7.74829984e-02,5
1.56216994e-01,-2.88320988e-01,1.24847002e-01,8.02597031e-02,5
1.56216994e-01,-2.88320988e-01,1.24847002e-01,8.02597031e-02,5
1.60209000e-01,-2.91693985e-01,1.17619000e-01,7.94605985e-02,5
1.60209000e-01,-2.91693985e-01,1.17619000e-01,7.94605985e-02,5
2.12477997e-01,-3.67260009e-01,1.38465002e-01,6.35538995e-02,5
2.12477997e-01,-3.67260009e-01,1.38465002e-01,6.35538995e-02,5
2.15370998e-01,-3.68492991e-01,1.29148006e-01,6.44669011e-02,5
2.15370998e-01,-3.68492991e-01,1.29148006e-01,6.44669011e-02,5
2.26126999e-01,-6.07544005e-01,1.09649003e-01,8.17987993e-02,5
2.59200990e-01,-6.44275010e-01,1.15887001e-01,7.28446022e-02,5
3.00736010e-01,-6.25407994e-01,1.00683004e-01,7.50157982e-02,5
3.00736010e-01,-6.25407994e-01,1.00683004e-01,7.50157982e-02,5
2.98391014e-01,-6.50815010e-01,1.07349999e-01,8.69617015e-02,5
2.98391014e-01,-6.50815010e-01,1.07349999e-01,8.69617015e-02,5
2.93646991e-01,-6.78858995e-01,1.08727999e-01,7.94294029e-02,5
2.93646991e-01,-6.78858995e-01,1.08727999e-01,7.94294029e-02,5
2.93646991e-01,-6.78858995e-01,1.08727999e-01,7.94294029e-02,5
3.31887007e-01,-6.79028988e-01,9.31968987e-02,7.93472007e-02,5
3.31887007e-01,-6.79028988e-01,9.31968987e-02,7.93472007e-02,5
3.40232998e-01,-6.88383996e-01,1.11218996e-01,8.41872990e-02,5
3.40232998e-01,-6.88383996e-01,1.11218996e-01,8.41872990e-02,5
2.95908004e-01,-5.06290019e-01,1.79684997e-01,8.51870999e-02,5
2.95908004e-01,-5.06290019e-01,1.79684997e-01,8.51870999e-02,5
2.68056005e-01,-4.71899986e-01,1.74362004e-01,8.92878026e-02,5
2.68056005e-01,-4.71899986e-01,1.74362004e-01,8.92878026e-02,5
2.68056005e-01,-4.71899986e-01,1.74362004e-01,8.92878026e-02,5
3.36603999e-01,-5.98453999e-01,1.75337002e-01,7.59029984e-02,5
3.36603999e-01,-5.98453999e-01,1.75337002e-01,7.59029984e-02,5
3.81213009e-01,-6.67741001e-01,1.18538000e-01,7.59361982e-02,5
3.81213009e-01,-6.67741001e-01,1.18538000e-01,7.59361982e-02,5
3.64075005e-01,-6.58504009e-01,1.29795000e-01,8.31002966e-02,5
3.64075005e-01,-6.58504009e-01,1.29795000e-01,8.31002966e-02,5
3.72612000e-01,-6.37235999e-01,1.67059004e-01,6.93164989e-02,5
3.72612000e-01,-6.37235999e-01,1.67059004e-01,6.93164989e-02,5
-6.56360004e-04,-9.92359966e-03,-4.15182003e-04,8.45313966e-02,5
-6.56360004e-04,-9.92359966e-03,-4.15182003e-04,8.45313966e-02,5
-6.56360004e-04,-9.92359966e-03,-4.15182003e-04,8.45313966e-02,5
-6.13601995e-04,-7.91733991e-03,5.61469991e-04,8.46055970e-02,5
-6.13601995e-04,-7.91733991e-03,5.61469991e-04,8.46055970e-02,5
-2.73916987e-04,-9.39327013e-03,-2.74954014e-04,8.45464990e-02,5
-2.73916987e-04,-9.39327013e-03,-2.74954014e-04,8.45464990e-02,5
-1.21234998e-03,-1.03133004e-02,2.49951001e-04,8.45360979e-02,5
-1.17583002e-03,-1.08813997e-02,-5.98872022e-04,8.45419019e-02,5
-1.17583002e-03,-1.08813997e-02,-5.98872022e-04,8.45419019e-02,5
-1.17583002e-03,-1.08813997e-02,-5.98872022e-04,8.45419019e-02,5
-5.29713987e-04,-2.61819991e-03,1.87193000e-04,8.44898969e-02,5
-2.09402991e-03,-1.45183997e-02,-6.48938003e-04,8.46104026e-02,5
-2.09402991e-03,-1.45183997e-02,-6.48938003e-04,8.46104026e-02,5
-1.63194002e-03,-1.26288002e-02,-1.42047007e-04,8.46230984e-02,5
-1.87865004e-03,-1.24744996e-02,-8.27340991e-04,8.44656006e-02,5
-1.87865004e-03,-1.24744996e-02,-8.27340991e-04,8.44656006e-02,5
-2.67095002e-03,-1.24241998e-02,-2.48559006e-03,8.44341964e-02,5
-2.67095002e-03,-1.24241998e-02,-2.48559006e-03,8.44341964e-02,5
-1.69369997e-03,-4.38506017e-03,-6.48336019e-04,8.45810026e-02,5
-1.69369997e-03,-4.38506017e-03,-6.48336019e-04,8.45810026e-02,5
-9.52381990e-04,-2.81912996e-03,-8.46880022e-04,8.42764974e-02,5
-9.52381990e-04,-2.81912996e-03,-8.46880022e-04,8.42764974e-02,5
-1.02911005e-03,-3.17334011e-03,-7.58580980e-04,8.42723027e-02,5
-1.02911005e-03,-3.17334011e-03,-7.58580980e-04,8.42723027e-02,5
-2.23466009e-03,-1.09996004e-02,-2.81944009e-03,8.44570026e-02,5
-2.23466009e-03,-1.09996004e-02,-2.81944009e-03,8.44570026e-02,5
-2.86789006e-03,-1.24398004e-02,-1.88023003e-03,8.43608975e-02,5
-2.86789006e-03,-1.24398004e-02,-1.88023003e-03,8.43608975e-02,5
-2.86789006e-03,-1.24398004e-02,-1.88023003e-03,8.43608975e-02,5
-2.26897001e-03,-1.38410004e-02,-1.02256995e-03,8.46808031e-02,5
-2.26897001e-03,-1.38410004e-02,-1.02256995e-03,8.46808031e-02,5
-1.99751998e-03,-4.14039008e-03,-2.24475996e-04,8.45749006e-02,5
-1.99751998e-03,-4.14039008e-03,-2.24475996e-04,8.45749006e-02,5
-1.99751998e-03,-4.14039008e-03,-2.24475996e-04,8.45749006e-02,5
-2.34056008e-03,-1.33210998e-02,-1.03368994e-03,8.46227035e-02,5
-2.68645003e-03,-1.28370998e-02,-1.24333997e-03,8.42417032e-02,5
-2.68645003e-03,-1.28370998e-02,-1.24333997e-03,8.42417032e-02,5
-8.76190024e-04,-2.50407006e-03,-3.77093995e-04,8.41552988e-02,5
3.19815017e-02,-7.85617009e-02,2.80965995e-02,7.93932006e-02,5
3.19815017e-02,-7.85617009e-02,2.80965995e-02,7.93932006e-02,5
3.75069007e-02,-9.96041968e-02,3.76656987e-02,7.84443021e-02,5
3.75069007e-02,-9.96041968e-02,3.76656987e-02,7.84443021e-02,5
2.59134010e-03,-6.28601983e-02,-7.73304002e-03,8.49224031e-02,5
2.59134010e-03,-6.28601983e-02,-7.73304002e-03,8.49224031e-02,5
2.59134010e-03,-6.28601983e-02,-7.73304002e-03,8.49224031e-02,5
-4.60289011e-04,-4.52474989e-02,-1.24896998e-02,8.52141976e-02,5
-4.60289011e-04,-4.52474989e-02,-1.24896998e-02,8.52141976e-02,5
1.06698996e-03,-6.62607998e-02,-1.04876999e-02,8.52508992e-02,5
1.06698996e-03,-6.62607998e-02,-1.04876999e-02,8.52508992e-02,5
1.00272996e-02,-9.08294022e-02,-8.17502011e-03,8.58194008e-02,5
1.00272996e-02,-9.08294022e-02,-8.17502011e-03,8.58194008e-02,5
3.13223992e-03,-5.68354018e-02,-1.37460995e-02,8.54279995e-02,5
3.13223992e-03,-5.68354018e-02,-1.37460995e-02,8.54279995e-02,5
6.98390007e-02,-2.15464994e-01,5.20217009e-02,7.61251971e-02,5
6.98390007e-02,-2.15464994e-01,5.20217009e-02,7.61251971e-02,5
7.32098967e-02,-2.11153001e-01,4.18715999e-02,7.73290992e-02,5
7.32098967e-02,-2.11153001e-01,4.18715999e-02,7.73290992e-02,5
2.61646006e-02,-2.07394008e-02,-2.60761008e-02,8.46294984e-02,5
2.61646006e-02,-2.07394008e-02,-2.60761008e-02,8.46294984e-02,5
2.61646006e-02,-2.07394008e-02,-2.60761008e-02,8.46294984e-02,5
4.95419018e-02,3.58937010e-02,-3.90120000e-02,8.44883993e-02,5
4.95419018e-02,3.58937010e-02,-3.90120000e-02,8.44883993e-02,5
4.95419018e-02,3.58937010e-02,-3.90120000e-02,8.44883993e-02,5
4.95419018e-02,3.58937010e-02,-3.90120000e-02,8.44883993e-02,5
4.95419018e-02,3.58937010e-02,-3.90120000e-02,8.44883993e-02,5
2.14431994e-03,3.45830992e-02,-3.90233994e-02,8.71481970e-02,5
1.12141005e-03,-6.89810002e-03,1.03754997e-02,8.92674029e-02,5
1.12141005e-03,-6.89810002e-03,1.03754997e-02,8.92674029e-02,5
1.42054996e-02,4.76443991e-02,-3.87117006e-02,8.87416974e-02,5
1.42054996e-02,4.76443991e-02,-3.87117006e-02,8.87416974e-02,5
1.42054996e-02,4.76443991e-02,-3.87117006e-02,8.87416974e-02,5
1.42054996e-02,4.76443991e-02,-3.87117006e-02,8.87416974e-02,5
1.42054996e-02,4.76443991e-02,-3.87117006e-02,8.87416974e-02,5
1.42054996e-02,4.76443991e-02,-3.87117006e-02,8.87416974e-02,5
4.17469023e-03,2.52515003e-02,-1.51773999e-02,8.85630026e-02,5
4.17469023e-03,2.52515003e-02,-1.51773999e-02,8.85630026e-02,5
1.08083002e-02,2.09586006e-02,-1.79056004e-02,8.91890004e-02,5
1.08083002e-02,2.09586006e-02,-1.79056004e-02,8.91890004e-02,5
7.05169979e-03,-1.20024998e-02,4.38262010e-03,8.91316012e-02,5
7.05169979e-03,-1.20024998e-02,4.38262010e-03,8.91316012e-02,5
7.05169979e-03,-1.20024998e-02,4.38262010e-03,8.91316012e-02,5
7.05169979e-03,-1.20024998e-02,4.38262010e-03,8.91316012e-02,5
2.67487997e-03,1.74992997e-02,-9.07936040e-03,8.86574984e-02,5
2.67487997e-03,1.74992997e-02,-9.07936040e-03,8.86574984e-02,5
1.75448996e-03,-1.02548003e-02,6.40776986e-03,8.95935968e-02,5
-6.03493012e-04,5.18522982e-04,8.08192999e-04,8.90401006e-02,5
-6.03493012e-04,5.18522982e-04,8.08192999e-04,8.90401006e-02,5
2.79342998e-02,-9.43500996e-02,1.81057993e-02,8.89142007e-02,5
2.79342998e-02,-9.43500996e-02,1.81057993e-02,8.89142007e-02,5
1.24832001e-02,-4.02806997e-02,1.27491998e-02,9.00046974e-02,5
1.24832001e-02,-4.02806997e-02,1.27491998e-02,9.00046974e-02,5
1.44697994e-01,-4.11879987e-01,1.03813998e-01,7.85723031e-02,5
1.44697994e-01,-4.11879987e-01,1.03813998e-01,7.85723031e-02,5
1.89100996e-01,-5.28442979e-01,1.08337000e-01,7.95999989e-02,5
1.89100996e-01,-5.28442979e-01,1.08337000e-01,7.95999989e-02,5
1.89100996e-01,-5.28442979e-01,1.08337000e-01,7.95999989e-02,5
2.51287013e-01,-5.64256012e-01,1.13489002e-01,7.88742974e-02,5
2.51287013e-01,-5.64256012e-01,1.13489002e-01,7.88742974e-02,5
1.89391002e-01,-4.51543003e-01,1.20871998e-01,8.01414028e-02,5
1.89391002e-01,-4.51543003e-01,1.20871998e-01,8.01414028e-02,5
2.79154003e-01,-4.30368990e-01,7.55985975e-02,8.36597979e-02,5
2.79154003e-01,-4.30368990e-01,7.55985975e-02,8.36597979e-02,5
3.61746013e-01,-5.77966988e-01,9.86964032e-02,8.29837993e-02,5
3.61746013e-01,-5.77966988e-01,9.86964032e-02,8.29837993e-02,5
3.61746013e-01,-5.77966988e-01,9.86964032e-02,8.29837993e-02,5
1.56570002e-01,-2.60645986e-01,3.15903015e-02,8.45893025e-02,5
1.56570002e-01,-2.60645986e-01,3.15903015e-02,8.45893025e-02,5
2.57871002e-01,-4.28644001e-01,7.08066970e-02,8.52679983e-02,5
2.57871002e-01,-4.28644001e-01,7.08066970e-02,8.52679983e-02,5
3.68286997e-01,-5.97365022e-01,1.11410998e-01,8.38423967e-02,5
3.68286997e-01,-5.97365022e-01,1.11410998e-01,8.38423967e-02,5
3.68286997e-01,-5.97365022e-01,1.11410998e-01,8.38423967e-02,5
1.84179991e-02,-9.73436013e-02,-3.03652999e-03,8.49922970e-02,5
1.84179991e-02,-9.73436013e-02,-3.03652999e-03,8.49922970e-02,5
7.63860997e-03,-7.35894963e-02,-6.14203000e-03,8.49718004e-02,5
7.63860997e-03,-7.35894963e-02,-6.14203000e-03,8.49718004e-02,5
7.63860997e-03,-7.35894963e-02,-6.14203000e-03,8.49718004e-02,5
1.09184999e-02,-8.57317001e-02,-7.77589018e-03,8.50988999e-02,5
1.09184999e-02,-8.57317001e-02,-7.77589018e-03,8.50988999e-02,5
2.68565007e-02,-1.23039000e-01,-2.18304992e-03,8.54753032e-02,5
2.68565007e-02,-1.23039000e-01,-2.18304992e-03,8.54753032e-02,5
4.40491997e-02,-1.47508994e-01,5.86144999e-03,8.58436003e-02,5
4.40491997e-02,-1.47508994e-01,5.86144999e-03,8.58436003e-02,5
1.86207995e-01,-3.48717004e-01,5.02764992e-02,8.72282982e-02,5
1.86207995e-01,-3.48717004e-01,5.02764992e-02,8.72282982e-02,5
2.98997998e-01,-4.97009993e-01,9.35489982e-02,8.61539990e-02,5
2.98997998e-01,-4.97009993e-01,9.35489982e-02,8.61539990e-02,5
2.30566002e-02,-1.04869999e-01,-2.73214001e-02,8.50969031e-02,5
2.30566002e-02,-1.04869999e-01,-2.73214001e-02,8.50969031e-02,5
6.40541986e-02,-1.52625993e-01,4.97923000e-03,8.82219002e-02,5
6.40541986e-02,-1.52625993e-01,4.97923000e-03,8.82219002e-02,5
1.34195998e-01,-2.34494999e-01,3.06988005e-02,8.86882022e-02,5
1.34195998e-01,-2.34494999e-01,3.06988005e-02,8.86882022e-02,5
-2.20544008e-03,-1.26691004e-02,-3.05586997e-02,8.82731974e-02,5
-2.20544008e-03,-1.26691004e-02,-3.05586997e-02,8.82731974e-02,5
1.73173007e-02,-4.10845987e-02,-2.41369009e-02,8.91525000e-02,5
1.73173007e-02,-4.10845987e-02,-2.41369009e-02,8.91525000e-02,5
5.38995005e-02,3.20186988e-02,-4.88850996e-02,8.46832991e-02,5
8.45879037e-03,4.07016017e-02,-4.25151996e-02,8.80907997e-02,5
8.45879037e-03,4.07016017e-02,-4.25151996e-02,8.80907997e-02,5
8.45879037e-03,4.07016017e-02,-4.25151996e-02,8.80907997e-02,5
8.45879037e-03,4.07016017e-02,-4.25151996e-02,8.80907997e-02,5
7.87383039e-03,2.84052994e-02,-4.00125012e-02,8.89109001e-02,5
7.87383039e-03,2.84052994e-02,-4.00125012e-02,8.89109001e-02,5
1.26703000e-02,3.05563994e-02,-1.73413008e-02,8.83255973e-02,5
1.26703000e-02,3.05563994e-02,-1.73413008e-02,8.83255973e-02,5
9.82753001e-03,2.26597991e-02,-1.61608998e-02,8.81114006e-02,5
9.82753001e-03,2.26597991e-02,-1.61608998e-02,8.81114006e-02,5
1.44074000e-02,3.80672999e-02,-2.27211006e-02,8.81339014e-02,5
1.44074000e-02,3.80672999e-02,-2.27211006e-02,8.81339014e-02,5
7.71707995e-03,1.45127997e-02,-1.00649996e-02,8.86429027e-02,5
7.71707995e-03,1.45127997e-02,-1.00649996e-02,8.86429027e-02,5
3.22432001e-03,4.45753988e-03,-3.12545989e-03,8.98334980e-02,5
6.15363987e-03,1.18423998e-02,-5.88202011e-03,8.87771994e-02,5
6.15363987e-03,1.18423998e-02,-5.88202011e-03,8.87771994e-02,5
6.15363987e-03,1.18423998e-02,-5.88202011e-03,8.87771994e-02,5
9.76646971e-03,2.11584996e-02,-1.11643001e-02,8.85479003e-02,5
9.76646971e-03,2.11584996e-02,-1.11643001e-02,8.85479003e-02,5
4.96364990e-03,8.99310037e-03,-6.32146979e-03,8.90609995e-02,5
4.96364990e-03,8.99310037e-03,-6.32146979e-03,8.90609995e-02,5
4.23912983e-03,-9.80270002e-03,-2.50992994e-03,8.31741020e-02,5
4.23912983e-03,-9.80270002e-03,-2.50992994e-03,8.31741020e-02,5
2.16697995e-03,-4.50837007e-03,-3.31820990e-03,8.29021037e-02,5
2.16697995e-03,-4.50837007e-03,-3.31820990e-03,8.29021037e-02,5
1.05702998e-02,-1.87608991e-02,-1.47760997e-03,8.28669965e-02,5
1.05702998e-02,-1.87608991e-02,-1.47760997e-03,8.28669965e-02,5
1.32115996e-02,-2.69827992e-02,9.61597019e-04,8.34017023e-02,5
1.32115996e-02,-2.69827992e-02,9.61597019e-04,8.34017023e-02,5
1.04905002e-01,-3.02150995e-01,8.98931995e-02,7.85076991e-02,5
1.04905002e-01,-3.02150995e-01,8.98931995e-02,7.85076991e-02,5
1.04905002e-01,-3.02150995e-01,8.98931995e-02,7.85076991e-02,5
1.04905002e-01,-3.02150995e-01,8.98931995e-02,7.85076991e-02,5
7.29004964e-02,-2.05493003e-01,6.10977001e-02,7.94698969e-02,5
7.29004964e-02,-2.05493003e-01,6.10977001e-02,7.94698969e-02,5
7.29004964e-02,-2.05493003e-01,6.10977001e-02,7.94698969e-02,5
8.44841003e-02,-2.26214007e-01,8.01912025e-02,8.18853974e-02,5
8.44841003e-02,-2.26214007e-01,8.01912025e-02,8.18853974e-02,5
1.37890995e-01,-3.50809991e-01,1.14315003e-01,8.13878030e-02,5
1.37890995e-01,-3.50809991e-01,1.14315003e-01,8.13878030e-02,5
2.61109993e-02,-5.67548014e-02,2.37969998e-02,8.17989036e-02,5
2.61109993e-02,-5.67548014e-02,2.37969998e-02,8.17989036e-02,5
1.43141001e-01,-2.30709001e-01,1.13582999e-01,6.75564036e-02,5
1.43141001e-01,-2.30709001e-01,1.13582999e-01,6.75564036e-02,5
9.64938030e-02,-1.90048993e-01,7.11930990e-02,6.45638034e-02,5
9.64938030e-02,-1.90048993e-01,7.11930990e-02,6.45638034e-02,5
9.64938030e-02,-1.90048993e-01,7.11930990e-02,6.45638034e-02,5
1.67944998e-01,-2.78739989e-01,1.22359999e-01,6.57175034e-02,5
1.67944998e-01,-2.78739989e-01,1.22359999e-01,6.57175034e-02,5
6.55928999e-02,-1.28368005e-01,5.41156009e-02,6.40103966e-02,5
6.55928999e-02,-1.28368005e-01,5.41156009e-02,6.40103966e-02,5
-5.40542009e-04,-2.00955989e-03,-1.10128999e-03,8.43015015e-02,5
-5.40542009e-04,-2.00955989e-03,-1.10128999e-03,8.43015015e-02,5
-1.17940002e-03,-8.22154991e-03,-3.39351990e-03,8.44177008e-02,5
-1.17940002e-03,-8.22154991e-03,-3.39351990e-03,8.44177008e-02,5
-1.75745998e-04,-5.58383018e-03,-4.03869990e-03,8.44815969e-02,5
-1.75745998e-04,-5.58383018e-03,-4.03869990e-03,8.44815969e-02,5
4.55464004e-04,-2.76896986e-04,-2.22188001e-03,8.46235007e-02,5
4.55464004e-04,-2.76896986e-04,-2.22188001e-03,8.46235007e-02,5
-2.31868995e-04,-1.22986000e-03,-1.31264003e-03,8.43679011e-02,5
-2.31868995e-04,-1.22986000e-03,-1.31264003e-03,8.43679011e-02,5
8.23715003e-04,-2.24746000e-02,-1.00905998e-02,8.51306990e-02,5
2.39565992e-03,-1.60620995e-02,-1.12095000e-02,8.51154998e-02,5
2.39565992e-03,-1.60620995e-02,-1.12095000e-02,8.51154998e-02,5
9.16622987e-04,-2.24159006e-03,-5.00627980e-03,8.44565034e-02,5
9.16622987e-04,-2.24159006e-03,-5.00627980e-03,8.44565034e-02,5
3.99545999e-04,6.71508024e-04,-1.94739003e-03,8.44473988e-02,5
3.99545999e-04,6.71508024e-04,-1.94739003e-03,8.44473988e-02,5
1.29697996e-03,1.81264000e-03,-3.07495007e-03,8.47231969e-02,5
1.96338005e-04,-1.61346994e-04,-1.61366002e-03,8.43833014e-02,5
1.96338005e-04,-1.61346994e-04,-1.61366002e-03,8.43833014e-02,5
1.96338005e-04,-1.61346994e-04,-1.61366002e-03,8.43833014e-02,5
1.85920997e-03,5.79793996e-04,-6.05993019e-03,8.45396966e-02,5
1.85920997e-03,5.79793996e-04,-6.05993019e-03,8.45396966e-02,5
6.13882020e-03,-2.75299000e-03,-1.43267997e-02,8.51569027e-02,5
6.13882020e-03,-2.75299000e-03,-1.43267997e-02,8.51569027e-02,5
4.61306982e-03,-8.96643009e-03,-1.27309998e-02,8.51576030e-02,5
4.61306982e-03,-8.96643009e-03,-1.27309998e-02,8.51576030e-02,5
2.59894994e-03,6.20859023e-03,-7.89949019e-03,8.49414989e-02,5
2.59894994e-03,6.20859023e-03,-7.89949019e-03,8.49414989e-02,5
2.59894994e-03,6.20859023e-03,-7.89949019e-03,8.49414989e-02,5
1.15429994e-03,3.68679990e-03,-4.12689988e-03,8.49957988e-02,5
5.61325997e-03,1.17111001e-02,-1.21807000e-02,8.50678012e-02,5
2.60425010e-03,6.40138006e-03,-7.41800014e-03,8.52050036e-02,5
2.60425010e-03,6.40138006e-03,-7.41800014e-03,8.52050036e-02,5
8.77450034e-03,1.86588001e-02,-2.12021992e-02,8.54173973e-02,5
8.77450034e-03,1.86588001e-02,-2.12021992e-02,8.54173973e-02,5
8.67617968e-03,1.43897003e-02,-1.99244991e-02,8.53367969e-02,5
8.67617968e-03,1.43897003e-02,-1.99244991e-02,8.53367969e-02,5
3.10760993e-03,5.47563005e-03,-7.83700962e-03,8.48004967e-02,5
3.10760993e-03,5.47563005e-03,-7.83700962e-03,8.48004967e-02,5
3.10760993e-03,5.47563005e-03,-7.83700962e-03,8.48004967e-02,5
4.86726989e-04,1.52259995e-03,-2.43189000e-03,8.44793022e-02,5
4.86726989e-04,1.52259995e-03,-2.43189000e-03,8.44793022e-02,5
1.37993996e-03,3.65482992e-03,-4.13045986e-03,8.49478990e-02,5
6.41281996e-03,1.02971001e-02,-1.07890004e-02,8.50512981e-02,5
2.47168005e-03,3.74043011e-03,-7.51424022e-03,8.45780969e-02,5
2.47168005e-03,3.74043011e-03,-7.51424022e-03,8.45780969e-02,5
6.84367027e-04,1.36692997e-03,-1.98899000e-03,8.47385973e-02,5
6.84367027e-04,1.36692997e-03,-1.98899000e-03,8.47385973e-02,5
7.92015996e-03,4.05609002e-03,-1.63086001e-02,8.52129981e-02,5
7.92015996e-03,4.05609002e-03,-1.63086001e-02,8.52129981e-02,5
8.52312986e-03,9.28787980e-03,-1.80747006e-02,8.52077007e-02,5
8.52312986e-03,9.28787980e-03,-1.80747006e-02,8.52077007e-02,5
3.85538000e-03,1.05269002e-02,-3.69649008e-03,8.81695002e-02,5
3.85538000e-03,1.05269002e-02,-3.69649008e-03,8.81695002e-02,5
6.49478007e-03,1.95182003e-02,-5.83889009e-03,8.79748017e-02,5
6.49478007e-03,1.95182003e-02,-5.83889009e-03,8.79748017e-02,5
5.82840992e-03,2.20503993e-02,-5.56747988e-03,8.81187022e-02,5
5.82840992e-03,2.20503993e-02,-5.56747988e-03,8.81187022e-02,5
1.34509001e-02,-1.43859005e-02,-2.45753000e-03,8.28182995e-02,5
1.34509001e-02,-1.43859005e-02,-2.45753000e-03,8.28182995e-02,5
1.34509001e-02,-1.43859005e-02,-2.45753000e-03,8.28182995e-02,5
1.34509001e-02,-1.43859005e-02,-2.45753000e-03,8.28182995e-02,5
3.62050012e-02,-8.64114985e-02,2.54302006e-02,7.95733035e-02,5
3.62050012e-02,-8.64114985e-02,2.54302006e-02,7.95733035e-02,5
1.99423004e-02,-3.58680002e-02,7.55668012e-03,8.34005997e-02,5
1.99423004e-02,-3.58680002e-02,7.55668012e-03,8.34005997e-02,5
1.99423004e-02,-3.58680002e-02,7.55668012e-03,8.34005997e-02,5
4.27423008e-02,-1.05871998e-01,4.06879000e-02,8.12567025e-02,5
4.27423008e-02,-1.05871998e-01,4.06879000e-02,8.12567025e-02,5
9.22164991e-02,-1.68886006e-01,4.92675006e-02,8.44037980e-02,5
9.22164991e-02,-1.68886006e-01,4.92675006e-02,8.44037980e-02,5
9.22164991e-02,-1.68886006e-01,4.92675006e-02,8.44037980e-02,5
