"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
0.0048649,-0.022283,-0.0077754,0.039977,-0.02949,-0.0093162,0.41276
0.0050391,-0.022177,-0.0078364,0.0061064,-0.0047635,-0.0076715,0.40392
0.0046067,-0.02244,-0.00763,0.020999,-0.016215,-0.0011643,0.41778
0.0046116,-0.022436,-0.0076746,0.01313,-0.0097878,-0.00029561,0.41786
0.0045851,-0.022452,-0.0076429,0.0085628,-0.0062431,0.00046085,0.41893
0.0047399,-0.022361,-0.0076407,0.067345,-0.05974,-0.009281,0.41657
0.0047704,-0.022343,-0.0076105,0.08973,-0.08697,-0.019774,0.41502
0.0051171,-0.022134,-0.0077443,0.070733,-0.088633,-0.044619,0.40743
0.0051724,-0.022102,-0.0076938,0.096097,-0.14054,-0.050664,0.40851
0.0053677,-0.021979,-0.0079453,0.012787,-0.01685,-0.015898,0.40713
0.0053701,-0.021982,-0.0078191,0.018039,-0.027852,-0.025607,0.40272
0.0053669,-0.021981,-0.0078976,0.019367,-0.026697,-0.02429,0.40651
0.0058758,-0.021683,-0.0077535,0.046465,-0.16685,-0.012693,0.41434
0.0058769,-0.021683,-0.0077191,0.062138,-0.19645,-0.013107,0.41587
0.0057575,-0.021755,-0.0076997,0.069372,-0.22049,-0.030929,0.41166
0.0058434,-0.021703,-0.0077347,0.065102,-0.19863,-0.012811,0.41579
0.0059281,-0.021653,-0.0077253,0.057692,-0.19319,-0.01355,0.416
0.0063656,-0.021396,-0.0076282,0.0078196,-0.028238,-0.0027392,0.42287
0.0063625,-0.021397,-0.0076418,0.0069563,-0.025481,-0.0019315,0.42278
0.0043707,-0.022608,-0.0066221,0.0066484,-0.003773,-0.0040485,0.42459
0.0048619,-0.02231,-0.0068741,0.09213,-0.12706,-0.057413,0.4191
0.0048616,-0.022313,-0.0067727,0.091888,-0.13246,-0.060127,0.41918
0.0048625,-0.022306,-0.0069771,0.092764,-0.12426,-0.055344,0.41888
0.0046136,-0.022465,-0.0066124,0.054413,-0.064115,-0.044033,0.42306
0.0046609,-0.022435,-0.0066646,0.065683,-0.0841,-0.053237,0.42255
0.0048614,-0.022317,-0.0066182,0.083666,-0.12792,-0.063968,0.42063
0.0048612,-0.022315,-0.0067194,0.087294,-0.13394,-0.063231,0.41992
0.0048541,-0.02234,-0.0059747,0.024334,-0.060633,-0.048304,0.42417
0.0051184,-0.022184,-0.0059181,0.083975,-0.1642,-0.078841,0.42666
0.0050787,-0.022205,-0.0060225,0.079763,-0.16588,-0.080556,0.42485
0.0050838,-0.022204,-0.0059549,0.068692,-0.14349,-0.081213,0.42726
0.0048947,-0.022322,-0.0057454,0.0072091,-0.0099316,-0.022258,0.43021
0.0049887,-0.022263,-0.0058631,0.041474,-0.089604,-0.073999,0.42713
0.0049877,-0.022263,-0.005863,0.021324,-0.048937,-0.063112,0.42571
0.0049041,-0.022324,-0.0054918,0.002111,-0.0014914,-0.002542,0.43344
0.0051134,-0.022192,-0.0057475,0.051462,-0.096146,-0.065591,0.43053
0.0051107,-0.022201,-0.0054845,0.034987,-0.059626,-0.024195,0.43246
0.0051657,-0.022167,-0.0055488,0.050745,-0.095588,-0.035325,0.43215
0.0053694,-0.022044,-0.0056016,0.071253,-0.13547,-0.035656,0.43074
0.0057567,-0.021814,-0.0056238,0.02006,-0.078299,-0.010846,0.42508
0.0057937,-0.021792,-0.005625,0.012712,-0.043535,-0.0053717,0.42454
0.0049875,-0.022278,-0.0053542,0.0082411,-0.010391,-0.0042339,0.43288
0.0049857,-0.022279,-0.0053543,0.0030804,-0.0023874,-0.0015965,0.43312
0.0049874,-0.022278,-0.0053417,0.0036614,-0.0045419,-0.00186,0.43295
0.0049841,-0.02228,-0.0053563,0.0025465,-0.0019165,-0.0014852,0.43326
0.0049843,-0.02228,-0.0053531,0.0010159,-0.00093577,-0.00054104,0.43307
0.0050599,-0.022238,-0.005243,0.0046439,-0.0054463,-0.0011887,0.43257
0.0051205,-0.022202,-0.0052366,0.0068461,-0.0076511,-0.001389,0.43248
0.0051219,-0.022202,-0.0052176,0.0031483,-0.0033901,-0.00048275,0.43238
0.0059322,-0.021664,-0.0072554,0.1655,-0.33763,-0.063263,0.41844
0.0058688,-0.021698,-0.0073772,0.15313,-0.31837,-0.055091,0.41765
0.0059039,-0.021684,-0.0071387,0.17477,-0.35208,-0.069391,0.41903
0.0062699,-0.021477,-0.0067497,0.12489,-0.23013,-0.047252,0.42952
0.0062479,-0.02149,-0.0067497,0.14845,-0.28437,-0.062256,0.42638
0.0062795,-0.021472,-0.0067497,0.104,-0.19513,-0.038038,0.43011
0.0062699,-0.021478,-0.0067433,0.12643,-0.23063,-0.047597,0.42942
0.0062699,-0.021477,-0.006753,0.12752,-0.2364,-0.048669,0.42951
0.0062658,-0.02148,-0.0067546,0.14847,-0.27257,-0.058283,0.42893
0.0062796,-0.021471,-0.0067574,0.10657,-0.20023,-0.039055,0.43009
0.0062657,-0.02148,-0.006745,0.1431,-0.25771,-0.054647,0.42895
0.0062792,-0.021472,-0.0067423,0.10143,-0.19002,-0.037022,0.43012
0.0049222,-0.022252,-0.0076418,0.10463,-0.1237,-0.027027,0.41432
0.004868,-0.022285,-0.0076442,0.093432,-0.090553,-0.02335,0.41387
0.0049228,-0.022252,-0.0076433,0.097455,-0.10856,-0.023988,0.414
0.0048788,-0.022278,-0.0076361,0.11022,-0.1147,-0.033499,0.41316
0.0048456,-0.022298,-0.0076276,0.08973,-0.08697,-0.019774,0.41502
0.0051216,-0.022134,-0.0076285,0.10646,-0.15776,-0.042267,0.41085
0.0050764,-0.022162,-0.0076045,0.11018,-0.16103,-0.031744,0.41306
0.0051724,-0.022102,-0.007692,0.096097,-0.14054,-0.050664,0.40851
0.0056249,-0.021835,-0.0076324,0.099186,-0.25182,-0.039301,0.41123
0.0055668,-0.021871,-0.0075951,0.1115,-0.26142,-0.045037,0.41183
0.0056566,-0.021817,-0.0076135,0.1123,-0.27766,-0.045075,0.41164
0.0057637,-0.021753,-0.007633,0.092036,-0.24612,-0.031007,0.41397
0.0058788,-0.021685,-0.0076325,0.075147,-0.21477,-0.015394,0.4167
0.0058467,-0.021703,-0.0076626,0.065102,-0.19863,-0.012811,0.41579
0.0059276,-0.021654,-0.0076997,0.057692,-0.19319,-0.01355,0.416
0.0058511,-0.021702,-0.0076107,0.1071,-0.25826,-0.019747,0.41824
0.0049471,-0.022259,-0.0068738,0.097528,-0.14329,-0.050345,0.41901
0.004837,-0.022325,-0.0068524,0.087666,-0.11705,-0.059322,0.42027
0.0048778,-0.0223,-0.006892,0.097207,-0.13975,-0.055532,0.418
0.0048288,-0.022329,-0.0069021,0.089801,-0.11394,-0.055218,0.41946
0.0048771,-0.022301,-0.006855,0.094702,-0.14273,-0.060664,0.41845
0.004958,-0.02226,-0.006619,0.09001,-0.14611,-0.060071,0.42018
0.0048352,-0.022332,-0.0066417,0.082934,-0.11865,-0.062671,0.42103
0.0048774,-0.022308,-0.0066002,0.087501,-0.14628,-0.068309,0.41968
0.0048776,-0.022307,-0.0066349,0.090202,-0.14413,-0.063603,0.41918
0.0048265,-0.022339,-0.0065807,0.07773,-0.11722,-0.063047,0.42168
0.0049677,-0.022261,-0.0063655,0.081028,-0.14747,-0.069039,0.4211
0.0048637,-0.022323,-0.0063644,0.077152,-0.13503,-0.070825,0.42097
0.0048788,-0.022313,-0.0063846,0.08355,-0.14639,-0.07146,0.41998
0.0048814,-0.022313,-0.0063403,0.078111,-0.14116,-0.071521,0.42042
0.0048619,-0.022331,-0.0061091,0.046488,-0.096803,-0.062467,0.42343
0.005119,-0.022178,-0.0061137,0.0897,-0.17916,-0.076204,0.42372
0.0050768,-0.022205,-0.0060711,0.079763,-0.16588,-0.080556,0.42485
0.0050804,-0.022201,-0.0061438,0.088634,-0.1769,-0.07519,0.4229
0.0048971,-0.022324,-0.0056216,0.0044736,-0.0031846,-0.0080574,0.43281
0.0051111,-0.022197,-0.0056209,0.042228,-0.076056,-0.04122,0.43202
0.005166,-0.022166,-0.0055568,0.050745,-0.095588,-0.035325,0.43215
0.0053699,-0.022043,-0.0056195,0.080503,-0.15266,-0.044821,0.43
0.0055628,-0.021866,-0.0078472,0.019208,-0.058782,-0.02982,0.40322
0.0055632,-0.021867,-0.0078093,0.031648,-0.10533,-0.037303,0.40501
0.0055631,-0.021867,-0.0078329,0.027888,-0.084117,-0.03761,0.40374
0.0055807,-0.021856,-0.0078361,0.023671,-0.089669,-0.029877,0.40487
0.0056762,-0.021799,-0.0078437,0.0085381,-0.056712,-0.010652,0.40645
0.0060708,-0.021566,-0.0078174,0.012669,-0.073539,-0.00032397,0.41879
0.0064468,-0.02136,-0.0071821,0.0097524,-0.029873,-0.0062243,0.43075
0.0058768,-0.021729,-0.0061195,0.1472,-0.2422,-0.08092,0.42022
0.0058307,-0.021756,-0.0061221,0.14649,-0.23507,-0.077654,0.41773
0.0058763,-0.021729,-0.0061196,0.1253,-0.20795,-0.064348,0.41864
0.0058967,-0.021716,-0.0061308,0.12615,-0.21287,-0.059914,0.41974
0.0058664,-0.021734,-0.0061267,0.16124,-0.26176,-0.094924,0.42054
0.0055691,-0.021934,-0.0052947,0.035672,-0.059638,-0.0086173,0.42824
0.0057025,-0.021855,-0.0052965,0.0086371,-0.021304,-0.0034185,0.42785
0.0056756,-0.021871,-0.005295,0.01679,-0.026884,-0.0056077,0.42733
0.0057077,-0.021852,-0.0053073,0.0066382,-0.015105,-0.0028039,0.42714
0.0056988,-0.021857,-0.005293,0.0066232,-0.014503,-0.0024866,0.42837
0.0049636,-0.022224,-0.0077929,0.0075217,-0.0055328,-0.0038456,0.40843
0.004662,-0.022405,-0.0077153,0.025754,-0.019686,5.4653e-05,0.41731
0.0046607,-0.022406,-0.0077153,0.014216,-0.010347,2.7909e-05,0.4172
0.0046611,-0.022405,-0.0077155,0.0074981,-0.0047138,0.00042538,0.41762
0.0046604,-0.022406,-0.0077147,0.016174,-0.012151,-0.00079992,0.41715
0.0045522,-0.022474,-0.0075703,0.02187,-0.01701,-0.0018518,0.41866
0.0051558,-0.022105,-0.0079349,0.0040609,-0.0057095,-0.0063916,0.40717
0.0051644,-0.0221,-0.0079358,0.0057719,-0.0068712,-0.0073041,0.40663
0.0051612,-0.022102,-0.0079585,0.0023743,-0.001943,-0.0025546,0.407
0.0051613,-0.022102,-0.0079358,0.0067054,-0.0079748,-0.0092401,0.40731
0.0050583,-0.022165,-0.0078649,0.0058604,-0.0072083,-0.010713,0.4047
0.0050551,-0.022169,-0.0078081,0.016136,-0.015349,-0.015939,0.40479
0.0050411,-0.022176,-0.0078351,0.0061064,-0.0047635,-0.0076715,0.40392
0.0051734,-0.022099,-0.0078035,0.025418,-0.039711,-0.027827,0.40377
0.005166,-0.022102,-0.0078284,0.015495,-0.020845,-0.021645,0.40454
0.0051611,-0.022106,-0.007807,0.031881,-0.041047,-0.030735,0.40482
0.0051685,-0.022101,-0.007809,0.0092086,-0.012382,-0.013557,0.40187
0.005437,-0.021942,-0.0078172,0.024376,-0.059692,-0.033391,0.40287
0.0058121,-0.021719,-0.0078119,0.015025,-0.075765,-0.0066306,0.41211
0.005964,-0.021629,-0.0078171,0.017744,-0.098265,-0.0037068,0.41565
0.0059388,-0.021644,-0.0078173,0.013785,-0.083642,-0.0071727,0.41271
0.0062098,-0.021483,-0.0078383,0.0052082,-0.029509,-0.0012879,0.42443
0.0063518,-0.021402,-0.0076934,0.0060119,-0.022842,-0.0014679,0.42303
0.0063356,-0.021412,-0.0076918,0.0082823,-0.033979,-0.0030451,0.42369
0.0063483,-0.021405,-0.0076715,0.0069563,-0.025481,-0.0019315,0.42278
0.0063297,-0.021419,-0.0075691,0.026881,-0.080649,-0.017237,0.4235
0.0044226,-0.022579,-0.0065648,0.012544,-0.0075433,-0.0077857,0.42408
0.0044254,-0.022574,-0.0066817,0.01657,-0.0079609,-0.0076503,0.42383
0.0049244,-0.0223,-0.0059147,0.018398,-0.050036,-0.051787,0.42476
0.0048046,-0.02237,-0.0059482,0.013036,-0.033841,-0.027754,0.42446
0.0048184,-0.022362,-0.0059298,0.01007,-0.029169,-0.027072,0.42517
0.0048839,-0.022327,-0.0058095,0.008268,-0.015468,-0.028338,0.42872
0.0049207,-0.022305,-0.0058055,0.010982,-0.022234,-0.037065,0.42793
0.0049006,-0.022317,-0.0057877,0.0074599,-0.01192,-0.02499,0.42959
0.0058153,-0.02177,-0.0059297,0.054916,-0.088315,-0.036568,0.41218
0.0057913,-0.021788,-0.0058216,0.018402,-0.06199,-0.026248,0.42145
0.005793,-0.021794,-0.0055635,0.012931,-0.038119,-0.0039238,0.42496
0.0057945,-0.021789,-0.0056881,0.012139,-0.046611,-0.0078181,0.42451
0.0049168,-0.022318,-0.005415,0.0024251,-0.0017258,-0.0018822,0.43338
0.0049167,-0.022317,-0.0054411,0.0016371,-0.0011152,-0.001673,0.43355
0.005052,-0.022241,-0.0052864,0.0074118,-0.0091848,-0.0026009,0.43269
0.0051801,-0.022165,-0.0052889,0.01759,-0.020376,-0.0036919,0.43228
0.0052282,-0.022137,-0.0052899,0.021532,-0.030804,-0.0048294,0.43211
0.0054402,-0.022014,-0.0051665,0.01266,-0.013462,-0.0014209,0.43013
0.0053107,-0.022091,-0.0051741,0.012634,-0.014252,-0.0014021,0.4314
0.0055601,-0.021942,-0.0052049,0.0059953,-0.0072666,-0.0012546,0.42845
0.0055871,-0.021926,-0.0052174,0.0047577,-0.0057257,-0.00094636,0.42813
0.0055011,-0.021902,-0.0078869,0.0047568,-0.0057539,-0.0062148,0.40249
0.004924,-0.022255,-0.0075114,0.10616,-0.1344,-0.028609,0.41508
0.0049777,-0.022223,-0.0075321,0.099029,-0.1327,-0.020555,0.41548
0.0050225,-0.022195,-0.0075481,0.11018,-0.16103,-0.031744,0.41306
0.0051194,-0.022139,-0.0075058,0.11348,-0.18429,-0.038124,0.41254
0.0051736,-0.022105,-0.0075733,0.11374,-0.18966,-0.04235,0.41157
0.0054992,-0.021921,-0.0072547,0.14033,-0.28332,-0.044394,0.4183
0.0054714,-0.021938,-0.0072354,0.13371,-0.263,-0.035528,0.42007
0.0055422,-0.021896,-0.0072224,0.15341,-0.31479,-0.054372,0.41926
0.0054998,-0.02191,-0.0076281,0.10132,-0.23661,-0.047269,0.41028
0.0054633,-0.021932,-0.0076054,0.10907,-0.24345,-0.040246,0.41221
0.0053729,-0.021989,-0.007503,0.11166,-0.2357,-0.036315,0.4133
0.0053829,-0.021982,-0.0075163,0.10907,-0.24345,-0.040246,0.41221
0.0053679,-0.021991,-0.0075096,0.10701,-0.22061,-0.03235,0.41311
0.0056258,-0.021839,-0.0075069,0.1165,-0.27259,-0.045538,0.41246
0.0055601,-0.021875,-0.0075891,0.1115,-0.26142,-0.045037,0.41183
0.0049419,-0.022259,-0.0070006,0.10106,-0.14423,-0.043771,0.41862
0.0049874,-0.022235,-0.0068737,0.10557,-0.16766,-0.038953,0.41912
0.0050574,-0.022194,-0.0068612,0.10882,-0.18187,-0.043081,0.41818
0.0057564,-0.021775,-0.0070027,0.16712,-0.33966,-0.066007,0.41969
0.0056873,-0.021818,-0.0069344,0.16337,-0.3359,-0.062496,0.42046
0.0056813,-0.021817,-0.0070934,0.15341,-0.31479,-0.054372,0.41926
0.0065284,-0.021316,-0.0070171,0.0077236,-0.017726,-0.003095,0.43132
0.0065357,-0.021313,-0.006982,0.0038932,-0.0096627,-0.002066,0.43112
0.0049874,-0.022242,-0.0066192,0.099826,-0.16288,-0.047388,0.42071
0.0049622,-0.022261,-0.0064921,0.085997,-0.14964,-0.063884,0.42093
0.004982,-0.022249,-0.0064862,0.084969,-0.15442,-0.059717,0.42222
0.0049895,-0.022248,-0.0063657,0.086445,-0.16249,-0.063622,0.42227
0.0065216,-0.021335,-0.006486,0.0070971,-0.01912,-0.0031568,0.43192
0.006527,-0.021332,-0.0065032,0.001837,-0.006867,-0.0011229,0.43229
0.0065284,-0.02133,-0.0065257,0.001837,-0.006867,-0.0011229,0.43229
0.0049904,-0.022255,-0.0061104,0.07488,-0.15703,-0.077926,0.42434
0.0056298,-0.021878,-0.0060051,0.15032,-0.28242,-0.085484,0.42109
0.0055975,-0.021899,-0.0059532,0.13538,-0.27594,-0.077,0.42318
0.0055849,-0.021904,-0.0060449,0.15382,-0.28525,-0.082097,0.42233
0.0054296,-0.022008,-0.0056196,0.082301,-0.1784,-0.039398,0.42947
0.005501,-0.021966,-0.0056204,0.07997,-0.2173,-0.036241,0.42759
0.0055477,-0.021939,-0.0055877,0.066987,-0.1986,-0.026077,0.42757
0.0055493,-0.021936,-0.0056557,0.086452,-0.23513,-0.041492,0.42643
0.0047315,-0.022363,-0.0077416,0.011413,-0.0076815,0.00029729,0.41776
0.0062462,-0.021462,-0.0077943,0.004173,-0.026164,-0.00078477,0.4247
0.0062045,-0.021488,-0.0077646,0.010539,-0.050781,-0.0045757,0.42449
0.0062113,-0.021484,-0.0077702,0.004173,-0.026164,-0.00078477,0.4247
0.0063345,-0.021412,-0.0077304,0.0046708,-0.024625,-0.0013392,0.42421
0.006271,-0.02145,-0.0076973,0.016486,-0.068292,-0.0096384,0.42433
0.0047715,-0.022366,-0.0067879,0.087666,-0.11705,-0.059322,0.42027
0.0047717,-0.022368,-0.0067053,0.082934,-0.11865,-0.062671,0.42103
0.0046711,-0.022424,-0.0068223,0.071234,-0.084017,-0.052839,0.42203
0.0046661,-0.022428,-0.0068151,0.071234,-0.084017,-0.052839,0.42203
0.004667,-0.022431,-0.0066773,0.065683,-0.0841,-0.053237,0.42255
0.0046709,-0.022429,-0.0066716,0.065683,-0.0841,-0.053237,0.42255
0.0045824,-0.022493,-0.0062423,0.016363,-0.015193,-0.016177,0.42481
0.0046193,-0.022472,-0.006239,0.022574,-0.022412,-0.019371,0.42405
0.0047408,-0.022401,-0.0061754,0.03266,-0.036839,-0.022555,0.42208
0.0062601,-0.021494,-0.0063654,0.099115,-0.20162,-0.031728,0.42619
0.0062669,-0.02149,-0.0063654,0.083622,-0.17197,-0.023669,0.42863
0.0062698,-0.021488,-0.0063676,0.068506,-0.14858,-0.018469,0.42966
0.0062657,-0.021491,-0.0063637,0.082089,-0.16957,-0.021516,0.42778
0.0062657,-0.021491,-0.0063666,0.11358,-0.21109,-0.038976,0.42856
0.0061367,-0.021571,-0.0062364,0.091842,-0.19959,-0.03263,0.42149
0.0060962,-0.021597,-0.006178,0.079226,-0.1735,-0.026657,0.42033
0.0061693,-0.021551,-0.0062556,0.090541,-0.20923,-0.026867,0.42197
0.0060919,-0.021596,-0.0062825,0.12906,-0.24335,-0.05339,0.42153
0.0063309,-0.021456,-0.0062355,0.024499,-0.087181,0.0004519,0.42726
0.0062664,-0.021496,-0.0061702,0.022066,-0.082603,-0.00042428,0.4262
0.0062658,-0.021496,-0.0061702,0.029162,-0.10647,-0.0050871,0.42392
0.0053084,-0.022013,-0.0080021,0.0022302,-0.0021197,-0.00049798,0.4074
0.0053084,-0.022013,-0.0080022,0.0016008,-0.00043358,0.0011985,0.40772
0.0052415,-0.022055,-0.0079365,0.0037742,-0.0064515,-0.0049465,0.40609
0.0055005,-0.021904,-0.0078233,0.031504,-0.086113,-0.040486,0.4039
0.0054382,-0.021943,-0.0077466,0.056952,-0.13775,-0.051253,0.40516
0.0055283,-0.02189,-0.0077516,0.050747,-0.14835,-0.039361,0.40629
0.0045436,-0.022478,-0.0076094,0.011488,-0.0082456,-0.00096581,0.41936
0.0045332,-0.022485,-0.0075724,0.016913,-0.011414,-0.0011536,0.41942
0.0045549,-0.022474,-0.0075082,0.032211,-0.02487,-0.0038717,0.41877
0.0045083,-0.022505,-0.0073782,0.034302,-0.031201,-0.009498,0.41908
0.004865,-0.02229,-0.0075125,0.10283,-0.11157,-0.029803,0.41477
0.0052464,-0.02206,-0.0076237,0.10602,-0.18149,-0.048473,0.41032
0.0051861,-0.022097,-0.0075835,0.11374,-0.18966,-0.04235,0.41157
0.0052731,-0.022045,-0.0076009,0.11378,-0.20939,-0.045959,0.41113
0.0052765,-0.022042,-0.0076581,0.093577,-0.16386,-0.057544,0.40886
0.0057751,-0.02175,-0.0075076,0.12969,-0.29276,-0.044242,0.416
0.0057881,-0.021743,-0.0074763,0.15313,-0.31837,-0.055091,0.41765
0.0057436,-0.021768,-0.0075198,0.1123,-0.27766,-0.045075,0.41164
0.0057572,-0.02176,-0.0075132,0.11712,-0.28884,-0.052463,0.41126
0.0060085,-0.021608,-0.007634,0.074281,-0.21397,-0.022865,0.41723
0.0060582,-0.021579,-0.0075967,0.091668,-0.23521,-0.034378,0.41819
0.0060592,-0.021576,-0.0076836,0.049764,-0.18481,-0.019254,0.41654
0.005881,-0.021687,-0.0075078,0.12287,-0.27784,-0.032871,0.41802
0.005883,-0.021689,-0.0074105,0.15313,-0.31837,-0.055091,0.41765
0.0061408,-0.021533,-0.0075074,0.096116,-0.24111,-0.043105,0.41824
0.0061157,-0.021547,-0.0075377,0.091668,-0.23521,-0.034378,0.41819
0.0061591,-0.021521,-0.0075258,0.078191,-0.21384,-0.039071,0.41726
0.0061611,-0.021521,-0.0074925,0.1067,-0.25352,-0.052782,0.41815
0.0060134,-0.021612,-0.0073812,0.14068,-0.30464,-0.05563,0.41879
0.0059125,-0.021672,-0.00739,0.15313,-0.31837,-0.055091,0.41765
0.004614,-0.022453,-0.0070043,0.064233,-0.053235,-0.038624,0.42086
0.0044825,-0.022536,-0.0068387,0.027594,-0.016831,-0.0166,0.42319
0.0044493,-0.022554,-0.0069053,0.018347,-0.0094177,-0.010363,0.42336
0.0044689,-0.022542,-0.0069063,0.037558,-0.023872,-0.02453,0.42319
0.0045164,-0.022508,-0.0071261,0.038367,-0.030945,-0.022171,0.42028
0.0047386,-0.022379,-0.0070022,0.087197,-0.1055,-0.049716,0.41957
0.0047688,-0.022363,-0.0069608,0.089801,-0.11394,-0.055218,0.41946
0.004769,-0.02236,-0.0070418,0.092857,-0.11351,-0.049821,0.41859
0.0049534,-0.022259,-0.0067464,0.093824,-0.14417,-0.054465,0.41966
0.006398,-0.021394,-0.0070085,0.079025,-0.16812,-0.032413,0.42883
0.0063685,-0.021412,-0.0069781,0.10091,-0.19711,-0.037926,0.42993
0.0065392,-0.021318,-0.0067483,0.010905,-0.023801,-0.0057939,0.43169
0.0065744,-0.021297,-0.0067493,0.0050709,-0.013636,-0.0031754,0.43191
0.0044898,-0.022545,-0.0063683,0.014246,-0.013867,-0.013722,0.42486
0.0044949,-0.022542,-0.0063612,0.014116,-0.013857,-0.013317,0.42483
0.0044933,-0.022543,-0.0063634,0.0060134,-0.0035412,-0.0050127,0.42518
0.0044941,-0.022542,-0.0063628,0.0060134,-0.0035412,-0.0050127,0.42518
0.0044808,-0.022545,-0.0065613,0.018643,-0.016294,-0.015237,0.42407
0.0044836,-0.022543,-0.0065613,0.029532,-0.032808,-0.027942,0.42425
0.0044287,-0.022577,-0.0065026,0.0068638,-0.0041916,-0.0058602,0.42476
0.0044537,-0.022563,-0.0064704,0.0073185,-0.00468,-0.0065385,0.42477
0.0045519,-0.022505,-0.0064908,0.034324,-0.038579,-0.031816,0.42406
0.0047392,-0.022393,-0.0064884,0.067932,-0.10513,-0.06251,0.42243
0.0047751,-0.022371,-0.0065265,0.07773,-0.11722,-0.063047,0.42168
0.0049747,-0.022261,-0.0062382,0.075831,-0.14816,-0.075129,0.42237
0.0049855,-0.022254,-0.0062418,0.079135,-0.15475,-0.069763,0.42301
0.004985,-0.022255,-0.0062338,0.071003,-0.14977,-0.07573,0.42402
0.0049964,-0.022248,-0.0062304,0.088634,-0.1769,-0.07519,0.4229
0.0051173,-0.022176,-0.0062398,0.097313,-0.1885,-0.067802,0.42233
0.0059646,-0.021674,-0.0061865,0.12615,-0.21287,-0.059914,0.41974
0.0063937,-0.021411,-0.0064948,0.066573,-0.14358,-0.020285,0.42955
0.0063691,-0.021427,-0.0064607,0.068506,-0.14858,-0.018469,0.42966
0.0063722,-0.021423,-0.0065235,0.090133,-0.17378,-0.031446,0.42993
0.0052461,-0.022103,-0.0061168,0.11229,-0.21075,-0.071209,0.42271
0.0051813,-0.022143,-0.0060514,0.099504,-0.19254,-0.075739,0.4238
0.0052829,-0.022082,-0.0060784,0.11887,-0.22058,-0.07382,0.42304
0.0056306,-0.021885,-0.0057514,0.098346,-0.24274,-0.052068,0.42389
0.005599,-0.021902,-0.0058027,0.10928,-0.2615,-0.062075,0.42501
0.0056005,-0.021904,-0.0057015,0.086452,-0.23513,-0.041492,0.42643
0.0060737,-0.021611,-0.0061544,0.079226,-0.1735,-0.026657,0.42033
0.0060499,-0.021629,-0.0060032,0.011757,-0.039052,-0.00053735,0.41805
0.0060605,-0.021623,-0.0060041,0.007513,-0.032486,-0.0016741,0.41959
0.0052399,-0.022121,-0.0056211,0.06878,-0.12938,-0.044311,0.431
0.005269,-0.022104,-0.0055846,0.06638,-0.12517,-0.03596,0.43127
0.0052686,-0.022103,-0.0056561,0.081738,-0.15261,-0.054948,0.43007
0.0055029,-0.021974,-0.0052938,0.036539,-0.067999,-0.0083567,0.42944
0.0054541,-0.022003,-0.005292,0.037211,-0.059477,-0.0072245,0.42995
0.0054637,-0.022,-0.005173,0.01211,-0.014746,-0.0021648,0.43019
0.0055012,-0.021978,-0.0051854,0.010601,-0.014652,-0.0023342,0.43003
0.005439,-0.022013,-0.0052259,0.026845,-0.033199,-0.0039328,0.43014
0.0055752,-0.021933,-0.0052299,0.01519,-0.021329,-0.0034524,0.42849
0.0046742,-0.022403,-0.0075123,0.063644,-0.059749,-0.012594,0.41685
0.0051755,-0.022101,-0.0076944,0.096097,-0.14054,-0.050664,0.40851
0.0052386,-0.02206,-0.0078002,0.037746,-0.064989,-0.038682,0.40492
0.005179,-0.022097,-0.0077399,0.066781,-0.096199,-0.045285,0.40627
0.0053065,-0.022022,-0.0077349,0.070524,-0.1241,-0.053544,0.40723
0.0053074,-0.022022,-0.0077201,0.093577,-0.16386,-0.057544,0.40886
0.0060715,-0.021567,-0.007758,0.037118,-0.152,-0.011166,0.41755
0.0060801,-0.021562,-0.0077346,0.049764,-0.18481,-0.019254,0.41654
0.0060039,-0.021605,-0.0078172,0.013791,-0.079433,0.00095526,0.41858
0.0059686,-0.021628,-0.007756,0.044001,-0.16492,-0.010115,0.41586
0.0059714,-0.021627,-0.0077364,0.057692,-0.19319,-0.01355,0.416
0.0062143,-0.021493,-0.0073796,0.098411,-0.22366,-0.052202,0.42293
0.0062669,-0.021462,-0.0073789,0.069782,-0.16396,-0.044354,0.42635
0.0062586,-0.021466,-0.00739,0.068481,-0.16117,-0.04357,0.42698
0.0062583,-0.021467,-0.0073684,0.093423,-0.19918,-0.051186,0.4278
0.0062681,-0.021455,-0.0075699,0.042039,-0.11959,-0.030414,0.42549
0.0062567,-0.021462,-0.0075722,0.046375,-0.1307,-0.034971,0.42638
0.0063302,-0.02142,-0.0075049,0.024095,-0.075707,-0.019815,0.42339
0.0064041,-0.021383,-0.0072667,0.024727,-0.0779,-0.0172,0.42725
0.0044262,-0.022572,-0.0067499,0.014934,-0.0061551,-0.0059132,0.42393
0.0045478,-0.0225,-0.0067483,0.048202,-0.045543,-0.036216,0.42329
0.0044793,-0.022542,-0.0066777,0.024453,-0.019231,-0.017488,0.42397
0.0044864,-0.022538,-0.0066773,0.034063,-0.032999,-0.028259,0.42411
0.0043727,-0.022609,-0.0065662,0.0020348,-0.0015247,-0.0020854,0.42503
0.0046776,-0.02243,-0.0064881,0.05622,-0.068551,-0.045294,0.42281
0.0047758,-0.022386,-0.0059871,0.014543,-0.030946,-0.023118,0.42459
0.0047419,-0.022405,-0.0060352,0.016396,-0.033531,-0.02364,0.42434
0.0058798,-0.021723,-0.0062433,0.15233,-0.25575,-0.078822,0.42069
