"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
0.0062669,-0.021499,-0.0060574,0.0018414,-0.017208,-3.897e-05,0.4243
0.0062585,-0.021504,-0.0060517,0.0034291,-0.031056,-0.00012758,0.42231
0.0052383,-0.022133,-0.0052289,0.010479,-0.013846,-0.0018693,0.43205
0.0052443,-0.022127,-0.0052903,0.029755,-0.048843,-0.0081283,0.43194
0.0053104,-0.02209,-0.0052304,0.021328,-0.029357,-0.0038736,0.43169
0.0052489,-0.022128,-0.0051803,0.010159,-0.012614,-0.0017571,0.43211
0.0056219,-0.021831,-0.0078394,0.017561,-0.087107,-0.020229,0.4058
0.0046149,-0.022446,-0.0072515,0.060736,-0.059171,-0.026286,0.41906
0.0048622,-0.022299,-0.0072539,0.10199,-0.12731,-0.041943,0.41684
0.0047358,-0.022374,-0.0072527,0.0925,-0.10845,-0.037538,0.41809
0.0047649,-0.022356,-0.0072923,0.097637,-0.11585,-0.036316,0.41704
0.0047666,-0.022357,-0.0072135,0.095171,-0.11526,-0.043635,0.41783
0.0061407,-0.02154,-0.0072547,0.13616,-0.29865,-0.063463,0.41964
0.0061639,-0.021526,-0.0072714,0.12504,-0.28077,-0.061271,0.4188
0.006164,-0.021527,-0.0072374,0.14233,-0.306,-0.067422,0.41999
0.0062276,-0.021492,-0.0071303,0.13569,-0.27977,-0.062034,0.42452
0.0062681,-0.021468,-0.0071306,0.11212,-0.22923,-0.049635,0.42812
0.0062615,-0.021472,-0.0071387,0.11267,-0.23092,-0.053169,0.42828
0.0062618,-0.021472,-0.0071224,0.13404,-0.25973,-0.056516,0.42871
0.0058309,-0.021752,-0.0062445,0.17062,-0.27916,-0.090364,0.41938
0.0057722,-0.021788,-0.0062219,0.172,-0.27405,-0.086254,0.41757
0.0057265,-0.021815,-0.006212,0.17015,-0.29885,-0.091288,0.41989
0.005654,-0.021882,-0.0053616,0.032841,-0.062221,-0.011243,0.4267
0.0056989,-0.021855,-0.0053623,0.014785,-0.039882,-0.0060946,0.42736
0.0056828,-0.021868,-0.0052613,0.0066232,-0.014503,-0.0024866,0.42837
0.0046318,-0.022424,-0.0076534,0.016174,-0.012151,-0.00079992,0.41715
0.0051121,-0.022132,-0.0079062,0.0052085,-0.0074528,-0.0086058,0.40687
0.0050916,-0.022145,-0.0078891,0.0039704,-0.0069762,-0.0097114,0.40605
0.005152,-0.022109,-0.0078934,0.015822,-0.018905,-0.020856,0.40701
0.0051006,-0.022141,-0.0078216,0.027024,-0.030602,-0.028669,0.4062
0.0058132,-0.021717,-0.0078574,0.0063986,-0.03654,-0.0030853,0.41213
0.0057995,-0.021726,-0.0078517,0.0059903,-0.031974,-0.0025579,0.41214
0.0059382,-0.021643,-0.0078701,0.006439,-0.053257,-0.0039041,0.41258
0.0058753,-0.021682,-0.0078129,0.016304,-0.090555,-0.0082342,0.41237
0.0063607,-0.021399,-0.0076361,0.0069563,-0.025481,-0.0019315,0.42278
0.0043666,-0.022611,-0.0066223,0.0036944,-0.0023272,-0.0027172,0.42483
0.0048644,-0.022335,-0.0059253,0.0144,-0.040902,-0.037082,0.42456
0.004855,-0.022342,-0.0058699,0.0047633,-0.014676,-0.016717,0.42674
0.0048643,-0.022337,-0.0058498,0.0065009,-0.016246,-0.023883,0.42712
0.0048581,-0.02234,-0.0058642,0.0031175,-0.0099286,-0.012731,0.42724
0.0048589,-0.02234,-0.0058643,0.0031175,-0.0099286,-0.012731,0.42724
0.0049204,-0.022304,-0.00586,0.015046,-0.039037,-0.048373,0.42553
0.0050834,-0.022205,-0.0059238,0.068692,-0.14349,-0.081213,0.42726
0.0050521,-0.022225,-0.0058665,0.059006,-0.12373,-0.079607,0.42817
0.0050492,-0.022226,-0.0058843,0.068692,-0.14349,-0.081213,0.42726
0.0051813,-0.022148,-0.005873,0.083859,-0.15938,-0.078789,0.42737
0.0051154,-0.022189,-0.0058094,0.056342,-0.11102,-0.076031,0.42949
0.0057843,-0.02179,-0.0058879,0.024992,-0.06998,-0.033274,0.42012
0.0057735,-0.021797,-0.0058618,0.018762,-0.063995,-0.029654,0.42164
0.0049284,-0.022313,-0.0053611,0.0016282,-0.0013281,-0.0009187,0.43315
0.0049251,-0.022314,-0.0053784,0.0025465,-0.0019165,-0.0014852,0.43326
0.0049285,-0.022313,-0.0053607,0.0010159,-0.00093577,-0.00054104,0.43307
0.0049348,-0.022308,-0.0053804,0.0025465,-0.0019165,-0.0014852,0.43326
0.0049467,-0.022302,-0.0053468,0.0010159,-0.00093577,-0.00054104,0.43307
0.0051113,-0.022203,-0.0054156,0.025691,-0.038754,-0.014248,0.43264
0.0050502,-0.022241,-0.0053502,0.013221,-0.018366,-0.0063704,0.43273
0.0051763,-0.022166,-0.0053492,0.027109,-0.036023,-0.0083954,0.43231
0.0051085,-0.022208,-0.0052826,0.012343,-0.014816,-0.0033884,0.43255
0.005364,-0.021982,-0.0079468,0.0090673,-0.012501,-0.01089,0.40684
0.0055129,-0.021895,-0.0078782,0.014638,-0.03897,-0.021999,0.40301
0.0054918,-0.021907,-0.0078862,0.0043698,-0.0048425,-0.0056433,0.40235
0.0054198,-0.021949,-0.0079241,0.0090322,-0.0088836,-0.010581,0.40436
0.005416,-0.021952,-0.0078915,0.01813,-0.033802,-0.027743,0.40361
0.0054129,-0.021954,-0.0079087,0.020336,-0.026873,-0.024628,0.40715
0.0054342,-0.021941,-0.0079108,0.0043698,-0.0048425,-0.0056433,0.40235
0.0060146,-0.021618,-0.0071294,0.16895,-0.34612,-0.070888,0.41996
0.0059112,-0.021679,-0.0071361,0.17477,-0.35208,-0.069391,0.41903
0.0061416,-0.021546,-0.0070039,0.16112,-0.33515,-0.074289,0.42153
0.0061667,-0.021531,-0.0070265,0.15372,-0.32242,-0.071026,0.4211
0.0049255,-0.022297,-0.0059812,0.02835,-0.071761,-0.063919,0.42429
0.0050535,-0.02222,-0.0060101,0.079763,-0.16588,-0.080556,0.42485
0.0050521,-0.022222,-0.0059646,0.068692,-0.14349,-0.081213,0.42726
0.0049906,-0.02226,-0.0059193,0.050694,-0.10768,-0.081067,0.42614
0.0049883,-0.022262,-0.0059189,0.029156,-0.069777,-0.073418,0.42464
0.0059365,-0.021697,-0.0059883,0.030854,-0.060645,-0.0073169,0.41547
0.0049296,-0.022308,-0.0054901,0.0043104,-0.0032115,-0.0048218,0.43321
0.0050483,-0.022238,-0.0054854,0.025004,-0.040329,-0.022269,0.43257
0.004986,-0.022277,-0.0054183,0.011479,-0.014812,-0.0078101,0.43288
0.0049847,-0.022278,-0.0054184,0.0047734,-0.0035205,-0.0034252,0.43317
0.0049835,-0.022278,-0.0054173,0.0025465,-0.0019165,-0.0014852,0.43326
0.0055691,-0.021933,-0.0053576,0.048627,-0.11558,-0.014449,0.42807
0.005578,-0.021926,-0.0053884,0.051131,-0.14301,-0.017233,0.42827
0.0048081,-0.022317,-0.0077592,0.03223,-0.023325,-0.0038009,0.41483
0.0047428,-0.022357,-0.0077045,0.033536,-0.025864,-0.0019011,0.41692
0.00463,-0.022424,-0.0076895,0.016174,-0.012151,-0.00079992,0.41715
0.0046744,-0.0224,-0.0076407,0.026936,-0.02127,-0.00094078,0.41654
0.0046938,-0.022388,-0.0076407,0.052977,-0.045633,-0.0046193,0.41663
0.0051733,-0.022102,-0.0076936,0.096097,-0.14054,-0.050664,0.40851
0.0057324,-0.021766,-0.0078347,0.0093729,-0.061434,-0.0096146,0.40722
0.0057736,-0.021742,-0.0078261,0.016588,-0.085447,-0.0091552,0.41055
0.0057212,-0.021772,-0.0078433,0.0033499,-0.026199,-0.0050804,0.40648
0.0056867,-0.021795,-0.00776,0.036275,-0.15001,-0.022265,0.40765
0.0058121,-0.021721,-0.0077533,0.04489,-0.1576,-0.011109,0.41391
0.0058086,-0.021723,-0.0077419,0.065102,-0.19863,-0.012811,0.41579
0.0061896,-0.021494,-0.0078556,0.0037306,-0.018969,-0.0003796,0.42426
0.0061382,-0.021525,-0.0078217,0.0083113,-0.050104,-0.0009023,0.4188
0.0061875,-0.021496,-0.0078339,0.008796,-0.051923,-0.0028438,0.42151
0.0063377,-0.021412,-0.0076414,0.013722,-0.046787,-0.0066793,0.42334
0.0043768,-0.022601,-0.0067467,0.01119,-0.0046219,-0.0044345,0.42427
0.0043751,-0.022603,-0.006737,0.0081402,-0.0037129,-0.0037336,0.42446
0.0043713,-0.022606,-0.0066849,0.0097285,-0.0046785,-0.0046854,0.42437
0.0046121,-0.022464,-0.0066795,0.058496,-0.06986,-0.046874,0.42289
0.0046605,-0.022435,-0.0066717,0.065683,-0.0841,-0.053237,0.42255
0.0046769,-0.022427,-0.0066141,0.063813,-0.080254,-0.050959,0.42254
0.0046671,-0.022431,-0.0066663,0.065683,-0.0841,-0.053237,0.42255
0.0063975,-0.021418,-0.0061683,0.0028551,-0.02646,0.0013209,0.42744
0.0063347,-0.021457,-0.0061055,0.0046518,-0.034838,0.0011779,0.42646
0.0051771,-0.022154,-0.0057483,0.064567,-0.11608,-0.06776,0.43025
0.0057579,-0.021808,-0.0058195,0.029916,-0.099563,-0.035751,0.42183
0.0057729,-0.021798,-0.0058524,0.018762,-0.063995,-0.029654,0.42164
0.0057596,-0.02181,-0.0056855,0.019957,-0.083921,-0.01694,0.42495
0.0051829,-0.022165,-0.0052272,0.0080943,-0.0085459,-0.00084197,0.43203
0.0051846,-0.022166,-0.0051898,0.0043666,-0.0046501,-0.00038563,0.43183
0.0051833,-0.022091,-0.0078871,0.012177,-0.018949,-0.016889,0.40562
0.0052145,-0.022072,-0.0078946,0.0040287,-0.006808,-0.0059074,0.40564
0.005303,-0.02202,-0.007876,0.016659,-0.026086,-0.021308,0.4058
0.0049167,-0.022252,-0.0077856,0.039456,-0.029432,-0.013913,0.41044
0.0049208,-0.022249,-0.0077865,0.0081635,-0.0057777,-0.0044643,0.4083
0.0049193,-0.02225,-0.0077721,0.051784,-0.040546,-0.015214,0.41159
0.005002,-0.0222,-0.0078144,0.018323,-0.0139,-0.01339,0.40501
0.0050583,-0.022169,-0.0077466,0.059742,-0.055283,-0.034002,0.40624
0.0051463,-0.022117,-0.0077421,0.076387,-0.10859,-0.046665,0.40747
0.0053671,-0.021984,-0.0078069,0.03675,-0.065009,-0.037189,0.40384
0.0053715,-0.021981,-0.0078073,0.021195,-0.043812,-0.027675,0.40148
0.0053763,-0.021978,-0.0078137,0.010208,-0.024426,-0.021841,0.4008
0.0053685,-0.021983,-0.0078089,0.012148,-0.01805,-0.016882,0.39965
0.0055629,-0.021869,-0.007755,0.030832,-0.11277,-0.023475,0.40654
0.0059634,-0.021628,-0.0078678,0.0063005,-0.04975,-0.0011987,0.41561
0.0060688,-0.021566,-0.0078618,0.0056145,-0.040095,0.00025575,0.41868
0.0059396,-0.021645,-0.0077555,0.038831,-0.1567,-0.012869,0.41412
0.0059409,-0.021645,-0.0077236,0.057692,-0.19319,-0.01355,0.416
0.0045714,-0.022461,-0.0076377,0.0085628,-0.0062431,0.00046085,0.41893
0.0045537,-0.022472,-0.0076212,0.013353,-0.010195,-0.00010964,0.41882
0.0045498,-0.022474,-0.0076131,0.011488,-0.0082456,-0.00096581,0.41936
0.0045644,-0.022465,-0.0076281,0.0085628,-0.0062431,0.00046085,0.41893
0.0046073,-0.022441,-0.0075758,0.03717,-0.031278,-0.0041273,0.4176
0.0063905,-0.021385,-0.0075007,0.0056005,-0.022844,-0.006281,0.4282
0.0063884,-0.021386,-0.0075008,0.012414,-0.046579,-0.01313,0.42532
0.0063874,-0.021386,-0.0075183,0.012462,-0.043562,-0.01006,0.42454
0.0063914,-0.021384,-0.0074944,0.0077515,-0.031072,-0.0092849,0.42503
0.0063786,-0.02139,-0.0075658,0.013909,-0.047229,-0.0091103,0.42309
0.0044248,-0.022576,-0.006616,0.013788,-0.0074732,-0.0073617,0.42409
0.004549,-0.022503,-0.006609,0.043061,-0.04621,-0.035445,0.42371
0.0043982,-0.022595,-0.0065074,0.0042567,-0.0025258,-0.0040435,0.42515
0.0043728,-0.022609,-0.0065659,0.0043626,-0.0026249,-0.0039119,0.42483
0.0043727,-0.022609,-0.0065663,0.0054945,-0.003371,-0.0041291,0.42471
0.0046146,-0.022466,-0.0065508,0.048282,-0.056204,-0.040362,0.42337
0.0048018,-0.02237,-0.0059854,0.017368,-0.040812,-0.030279,0.42415
0.0049243,-0.022304,-0.0057463,0.010779,-0.015219,-0.031641,0.42994
0.0049868,-0.022266,-0.0058059,0.018043,-0.035326,-0.05493,0.4275
0.0049878,-0.022265,-0.005806,0.031842,-0.065865,-0.066212,0.42871
0.0050502,-0.02223,-0.0057466,0.039612,-0.07665,-0.062007,0.43057
0.0058134,-0.021769,-0.0060034,0.082612,-0.12399,-0.039496,0.41249
0.0058192,-0.021766,-0.0059969,0.040925,-0.055256,-0.013498,0.40999
0.0057471,-0.02181,-0.005944,0.091815,-0.16822,-0.072357,0.41541
0.0051737,-0.022164,-0.0054826,0.04574,-0.082184,-0.029854,0.43226
0.0051693,-0.022164,-0.00555,0.050745,-0.095588,-0.035325,0.43215
0.0052185,-0.022141,-0.0053516,0.031149,-0.048523,-0.0092301,0.43206
0.0049889,-0.022279,-0.005298,0.0016765,-0.002129,-0.0010078,0.43298
0.0049935,-0.022276,-0.0052966,0.0056505,-0.0075984,-0.0027397,0.43281
0.0049925,-0.022277,-0.0052958,0.0018923,-0.0027551,-0.0011133,0.43285
0.0050569,-0.02224,-0.0052453,0.0060756,-0.0072142,-0.0018291,0.43264
0.0056966,-0.021853,-0.0054942,0.030826,-0.10178,-0.010327,0.42669
0.0057835,-0.021803,-0.0054234,0.015154,-0.037816,-0.0041455,0.42512
0.0057937,-0.021797,-0.0054424,0.009088,-0.020044,-0.0023255,0.42438
0.0057549,-0.021817,-0.005561,0.018997,-0.065585,-0.0068462,0.42547
0.0057777,-0.021804,-0.0055275,0.012966,-0.036644,-0.003585,0.42506
0.0057924,-0.021796,-0.0055005,0.011674,-0.03111,-0.0031652,0.42483
0.0057924,-0.021796,-0.0054902,0.009088,-0.020044,-0.0023255,0.42438
0.0057802,-0.021803,-0.005522,0.012966,-0.036644,-0.003585,0.42506
0.005743,-0.021829,-0.0053594,0.0066382,-0.015105,-0.0028039,0.42714
0.0057369,-0.021833,-0.0053574,0.0066382,-0.015105,-0.0028039,0.42714
0.0053726,-0.022054,-0.0051696,0.012807,-0.014203,-0.0011228,0.43073
0.0056344,-0.021896,-0.005294,0.03669,-0.053783,-0.0099334,0.42664
0.0056206,-0.021906,-0.0052246,0.0047577,-0.0057257,-0.00094636,0.42813
0.0056437,-0.021892,-0.0052347,0.011241,-0.017369,-0.0038352,0.42767
0.0056186,-0.021907,-0.0052257,0.0047577,-0.0057257,-0.00094636,0.42813
0.0046123,-0.022444,-0.0073801,0.059793,-0.058428,-0.017502,0.41843
0.0052715,-0.022056,-0.0072542,0.12997,-0.22074,-0.041473,0.41367
0.005244,-0.022073,-0.0072364,0.12311,-0.20074,-0.039082,0.41556
0.0052442,-0.022072,-0.0072543,0.12532,-0.20804,-0.03866,0.41487
0.0053633,-0.022001,-0.0072547,0.13096,-0.23923,-0.038429,0.4165
0.0052714,-0.022055,-0.00729,0.13032,-0.22201,-0.043205,0.41274
0.0051932,-0.022103,-0.0072167,0.11659,-0.18201,-0.038424,0.41652
0.0052677,-0.022059,-0.0072309,0.12962,-0.21947,-0.03974,0.4146
0.0051215,-0.022135,-0.0076182,0.11196,-0.17534,-0.037047,0.41231
0.0050763,-0.022163,-0.0075681,0.11018,-0.16103,-0.031744,0.41306
0.0057543,-0.021769,-0.0072558,0.16109,-0.33031,-0.060531,0.41836
0.00568,-0.021815,-0.0071983,0.15341,-0.31479,-0.054372,0.41926
0.005904,-0.021684,-0.0071338,0.17477,-0.35208,-0.069391,0.41903
0.0059156,-0.021684,-0.0068765,0.18404,-0.36832,-0.082773,0.41995
0.0056253,-0.021836,-0.0075888,0.11198,-0.27116,-0.04506,0.41171
0.0055666,-0.021871,-0.0075867,0.1115,-0.26142,-0.045037,0.41183
0.0056584,-0.021818,-0.0075524,0.1123,-0.27766,-0.045075,0.41164
0.0058538,-0.021702,-0.0075338,0.1071,-0.25826,-0.019747,0.41824
0.006158,-0.021526,-0.0073803,0.11587,-0.26714,-0.057027,0.41848
0.0062157,-0.021493,-0.0073421,0.10923,-0.23997,-0.056228,0.4233
0.0061409,-0.021536,-0.0073804,0.11809,-0.27199,-0.056175,0.41884
0.0061624,-0.021523,-0.0073959,0.1067,-0.25352,-0.052782,0.41815
0.0061628,-0.021524,-0.0073644,0.12504,-0.28077,-0.061271,0.4188
0.0046113,-0.022458,-0.0068807,0.062356,-0.060159,-0.042747,0.42199
0.0046565,-0.022433,-0.0068323,0.071234,-0.084017,-0.052839,0.42203
0.0059129,-0.021689,-0.0067492,0.18429,-0.36081,-0.08597,0.42014
0.006014,-0.021629,-0.0067494,0.17724,-0.34924,-0.083706,0.42117
0.0059161,-0.021684,-0.006876,0.18404,-0.36832,-0.082773,0.41995
0.0059346,-0.02168,-0.0066331,0.18455,-0.3533,-0.089167,0.42032
0.006536,-0.021316,-0.0068793,0.01284,-0.026662,-0.0055442,0.43158
0.0065707,-0.021295,-0.0068781,0.0057008,-0.013902,-0.0026814,0.43163
0.0065286,-0.021327,-0.0066205,0.010994,-0.025639,-0.0058616,0.43183
0.0065561,-0.021311,-0.0066203,0.0034735,-0.011361,-0.0024289,0.43203
0.0046079,-0.022475,-0.006351,0.033641,-0.035057,-0.02756,0.4238
0.0051197,-0.022179,-0.0060686,0.089633,-0.17921,-0.078148,0.42432
0.0051751,-0.022147,-0.0060495,0.099504,-0.19254,-0.075739,0.4238
0.0061378,-0.021568,-0.0063291,0.11365,-0.2297,-0.042781,0.42171
0.0056291,-0.021882,-0.005883,0.12177,-0.26425,-0.070416,0.4222
0.0055975,-0.0219,-0.0059309,0.13538,-0.27594,-0.077,0.42318
0.0055987,-0.021902,-0.0058299,0.10928,-0.2615,-0.062075,0.42501
0.0056301,-0.021876,-0.006064,0.15633,-0.28514,-0.090434,0.42031
0.0056866,-0.021844,-0.0060377,0.15801,-0.28506,-0.095992,0.41897
0.0046833,-0.022392,-0.0077234,0.0074981,-0.0047138,0.00042538,0.41762
0.0046952,-0.022385,-0.0077274,0.0074981,-0.0047138,0.00042538,0.41762
0.0048651,-0.022289,-0.0075299,0.099976,-0.10084,-0.026636,0.41409
0.0049955,-0.022209,-0.0076376,0.1018,-0.13176,-0.027752,0.41298
0.0049786,-0.022219,-0.0076285,0.099029,-0.1327,-0.020555,0.41548
0.0050244,-0.022192,-0.0076176,0.11018,-0.16103,-0.031744,0.41306
0.0048648,-0.022291,-0.0074949,0.10426,-0.11974,-0.032104,0.4156
0.004877,-0.022282,-0.0075299,0.11022,-0.1147,-0.033499,0.41316
0.004842,-0.022303,-0.0075362,0.08973,-0.08697,-0.019774,0.41502
0.004876,-0.022284,-0.0074996,0.11285,-0.13509,-0.0373,0.4147
0.0048406,-0.022305,-0.0074925,0.098539,-0.10951,-0.028639,0.4162
0.0054358,-0.02194,-0.0079183,0.0043698,-0.0048425,-0.0056433,0.40235
0.0052141,-0.022071,-0.0079132,0.0040287,-0.006808,-0.0059074,0.40564
0.0053056,-0.022016,-0.0079397,0.0063978,-0.0098816,-0.0077162,0.40664
0.0054165,-0.021953,-0.0078379,0.010208,-0.024426,-0.021841,0.4008
0.0052942,-0.022027,-0.0078021,0.03291,-0.053319,-0.03673,0.40555
0.005174,-0.022103,-0.0076273,0.10492,-0.1651,-0.046507,0.41004
0.0051739,-0.022102,-0.0076923,0.096097,-0.14054,-0.050664,0.40851
0.0051737,-0.022105,-0.007581,0.11374,-0.18966,-0.04235,0.41157
0.0051737,-0.022102,-0.0076975,0.096097,-0.14054,-0.050664,0.40851
0.0053738,-0.021985,-0.0076237,0.103,-0.22035,-0.040936,0.41108
0.0053466,-0.022001,-0.0076226,0.10446,-0.19638,-0.046704,0.41061
0.0053861,-0.021978,-0.0076169,0.10907,-0.24345,-0.040246,0.41221
0.0053671,-0.021989,-0.0076199,0.10701,-0.22061,-0.03235,0.41311
0.0054543,-0.021929,-0.0078998,0.0043698,-0.0048425,-0.0056433,0.40235
0.00556,-0.021875,-0.0075936,0.1115,-0.26142,-0.045037,0.41183
0.0057538,-0.021759,-0.0076331,0.09467,-0.26195,-0.047735,0.41009
0.0057509,-0.021761,-0.0076331,0.097774,-0.26237,-0.044304,0.41061
0.0057456,-0.021764,-0.0076298,0.1123,-0.27766,-0.045075,0.41164
0.0057536,-0.021759,-0.0076304,0.11712,-0.28884,-0.052463,0.41126
0.0057531,-0.021759,-0.0076366,0.07222,-0.23506,-0.043007,0.40891
0.0061135,-0.021545,-0.0076349,0.066526,-0.20497,-0.025303,0.4172
0.0059489,-0.021641,-0.0077086,0.057692,-0.19319,-0.01355,0.416
0.0062022,-0.021493,-0.0076357,0.056544,-0.16596,-0.033033,0.42167
0.0061403,-0.021529,-0.0076355,0.067852,-0.20405,-0.02807,0.41774
0.0061171,-0.021544,-0.0076126,0.091668,-0.23521,-0.034378,0.41819
0.0061217,-0.02154,-0.0076627,0.049764,-0.18481,-0.019254,0.41654
0.0061571,-0.02152,-0.0076249,0.078191,-0.21384,-0.039071,0.41726
0.0043673,-0.022609,-0.0066849,0.0041439,-0.002182,-0.0025725,0.42475
0.0043726,-0.022609,-0.0065663,0.0025134,-0.0017963,-0.0022935,0.42497
0.0047374,-0.022384,-0.0068773,0.081206,-0.10144,-0.054467,0.4208
0.0047714,-0.022364,-0.0068403,0.087666,-0.11705,-0.059322,0.42027
0.0047686,-0.022364,-0.0069166,0.089801,-0.11394,-0.055218,0.41946
0.0048358,-0.022328,-0.0067734,0.087666,-0.11705,-0.059322,0.42027
0.0048775,-0.022304,-0.0067628,0.094702,-0.14273,-0.060664,0.41845
0.0048355,-0.02233,-0.0067194,0.082934,-0.11865,-0.062671,0.42103
0.0048771,-0.022305,-0.0067303,0.090202,-0.14413,-0.063603,0.41918
0.0048627,-0.022305,-0.0070235,0.096493,-0.12318,-0.050399,0.41805
0.0048777,-0.022297,-0.0069835,0.097207,-0.13975,-0.055532,0.418
0.0048303,-0.022326,-0.0069746,0.089801,-0.11394,-0.055218,0.41946
0.0048776,-0.022296,-0.0070174,0.10195,-0.13768,-0.051266,0.41726
0.0048311,-0.022324,-0.0070268,0.092857,-0.11351,-0.049821,0.41859
0.0047388,-0.02239,-0.0066151,0.074521,-0.10576,-0.059717,0.42186
0.0047719,-0.022369,-0.0066529,0.082934,-0.11865,-0.062671,0.42103
0.0047746,-0.02237,-0.006566,0.07773,-0.11722,-0.063047,0.42168
0.0046671,-0.022431,-0.0066717,0.065683,-0.0841,-0.053237,0.42255
0.0045497,-0.022504,-0.0065527,0.039335,-0.044197,-0.034281,0.42386
0.0045484,-0.022501,-0.006678,0.043911,-0.044304,-0.034835,0.42364
0.0046773,-0.022428,-0.0065508,0.059133,-0.071743,-0.046304,0.42261
0.0048632,-0.02232,-0.0064906,0.082036,-0.13551,-0.068066,0.42068
0.0048786,-0.02231,-0.0065072,0.087501,-0.14628,-0.068309,0.41968
0.0048268,-0.022341,-0.0065173,0.07773,-0.11722,-0.063047,0.42168
0.0048778,-0.022312,-0.0064721,0.08355,-0.14639,-0.07146,0.41998
0.0047401,-0.022396,-0.0063628,0.059119,-0.099373,-0.06199,0.42321
0.0049688,-0.022261,-0.0063447,0.078521,-0.1466,-0.070818,0.42146
0.0048627,-0.022327,-0.0062374,0.065188,-0.12212,-0.069369,0.42206
0.0048818,-0.022315,-0.0062566,0.078111,-0.14116,-0.071521,0.42042
0.0049838,-0.022251,-0.0063708,0.084969,-0.15442,-0.059717,0.42222
0.0049836,-0.022252,-0.0063597,0.079135,-0.15475,-0.069763,0.42301
0.004985,-0.022258,-0.0061103,0.061775,-0.13443,-0.080455,0.42363
0.004989,-0.022256,-0.0061089,0.059616,-0.13479,-0.080007,0.4255
0.004994,-0.022253,-0.0061065,0.079763,-0.16588,-0.080556,0.42485
0.0049887,-0.022256,-0.0061119,0.071003,-0.14977,-0.07573,0.42402
0.004993,-0.022253,-0.0061131,0.088634,-0.1769,-0.07519,0.4229
0.0050782,-0.0222,-0.0062002,0.088634,-0.1769,-0.07519,0.4229
0.0063929,-0.021415,-0.0063672,0.038182,-0.10554,-0.0073104,0.42893
0.0063688,-0.021429,-0.0063916,0.068506,-0.14858,-0.018469,0.42966
0.0061322,-0.021577,-0.0061119,0.037258,-0.10922,-0.010562,0.42097
0.0060948,-0.021598,-0.0061493,0.079226,-0.1735,-0.026657,0.42033
0.0060009,-0.021655,-0.0061144,0.090467,-0.17441,-0.035613,0.41932
0.0059631,-0.021677,-0.0061398,0.12615,-0.21287,-0.059914,0.41974
0.0063311,-0.021457,-0.0061703,0.011123,-0.057602,0.0018163,0.42686
0.0049795,-0.022275,-0.0056206,0.015212,-0.021782,-0.025299,0.43215
0.0049862,-0.022271,-0.0056206,0.025294,-0.044744,-0.039514,0.43184
0.0048869,-0.022325,-0.0057892,0.0074599,-0.01192,-0.02499,0.42959
0.0049033,-0.022316,-0.0057665,0.0074599,-0.01192,-0.02499,0.42959
0.0049135,-0.02232,-0.0054346,0.0016371,-0.0011152,-0.001673,0.43355
0.0049134,-0.022319,-0.005467,0.0016371,-0.0011152,-0.001673,0.43355
0.0050513,-0.022224,-0.0059222,0.068692,-0.14349,-0.081213,0.42726
0.0053472,-0.022057,-0.0056197,0.074059,-0.13889,-0.045454,0.43067
0.0051715,-0.022163,-0.0055552,0.050745,-0.095588,-0.035325,0.43215
0.0053701,-0.022043,-0.005628,0.088535,-0.16726,-0.054062,0.4294
0.005377,-0.022039,-0.0056195,0.086947,-0.16642,-0.044188,0.42934
0.0053798,-0.022038,-0.0056089,0.078562,-0.15093,-0.035199,0.42995
0.00538,-0.022037,-0.0056296,0.095331,-0.18192,-0.053176,0.42872
0.0053506,-0.022055,-0.0056022,0.06638,-0.12517,-0.03596,0.43127
0.0053476,-0.022056,-0.0056382,0.081738,-0.15261,-0.054948,0.43007
0.0056314,-0.021888,-0.0056223,0.077748,-0.20764,-0.033773,0.42519
0.005602,-0.021907,-0.005573,0.066987,-0.1986,-0.026077,0.42757
0.0056008,-0.021905,-0.0056711,0.086452,-0.23513,-0.041492,0.42643
0.0049303,-0.022311,-0.005398,0.0025465,-0.0019165,-0.0014852,0.43326
0.0050488,-0.02224,-0.0054164,0.020067,-0.030712,-0.013952,0.43272
0.0051982,-0.022157,-0.0052182,0.0046245,-0.004939,-0.00036316,0.43168
0.005246,-0.022129,-0.0051803,0.0056517,-0.0066002,-0.00072179,0.43184
0.0057024,-0.021784,-0.0078417,0.0033499,-0.026199,-0.0050804,0.40648
0.0062186,-0.021478,-0.0078244,0.004173,-0.026164,-0.00078477,0.4247
0.0048629,-0.022295,-0.0073825,0.10381,-0.12306,-0.035525,0.41603
0.0048621,-0.022298,-0.0072743,0.10536,-0.1302,-0.039491,0.41626
0.004759,-0.022357,-0.0073816,0.098088,-0.11268,-0.032478,0.41662
0.0047352,-0.022371,-0.0073814,0.093781,-0.10505,-0.029187,0.41742
0.0047643,-0.022352,-0.0074202,0.098539,-0.10951,-0.028639,0.4162
0.0047645,-0.022354,-0.0073428,0.097637,-0.11585,-0.036316,0.41704
0.0046171,-0.022448,-0.0071266,0.063529,-0.058275,-0.034495,0.41977
0.0048628,-0.022302,-0.0071269,0.098323,-0.12526,-0.04731,0.41761
0.0048626,-0.022299,-0.0072334,0.10086,-0.12912,-0.045184,0.41717
0.0047382,-0.022376,-0.0071267,0.090077,-0.10675,-0.044014,0.4188
0.0047688,-0.022359,-0.0070867,0.092857,-0.11351,-0.049821,0.41859
0.0047673,-0.022358,-0.0071665,0.095171,-0.11526,-0.043635,0.41783
