"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
0.017183,-0.020686,-0.023784,0.0849,0.014744,-0.034628,-0.0053736
0.029908,0.0051917,-0.030952,0.084775,0.014743,-0.03462,-0.0052484
0.011226,-0.063384,-0.01763,0.085242,0.014744,-0.034637,-0.0054986
0.011516,-0.035784,0.0087846,0.088687,0.016154,-0.033964,-0.0054404
0.012998,-0.044175,0.0082961,0.087792,0.016148,-0.033971,-0.0055009
0.23144,-0.59751,0.11019,0.078655,0.015251,-0.034497,-0.0069597
0.30066,-0.66633,0.10416,0.077835,0.015252,-0.034491,-0.0068848
0.25872,-0.59201,0.10876,0.076704,0.015238,-0.034498,-0.0068849
0.31713,-0.67271,0.10651,0.083512,0.01538,-0.03443,-0.0068852
0.24437,-0.60867,0.10466,0.078974,0.015379,-0.03444,-0.0070106
0.21973,-0.54854,0.093234,0.089154,0.015508,-0.034378,-0.0070125
0.30361,-0.63937,0.11404,0.088339,0.015509,-0.034369,-0.0068854
0.34214,-0.57503,0.16502,0.076208,0.015718,-0.034244,-0.0065077
0.3183,-0.55347,0.17411,0.079924,0.015736,-0.034244,-0.0066351
0.27445,-0.45661,0.17467,0.082171,0.015766,-0.034221,-0.0065079
0.24967,-0.42375,0.17443,0.082753,0.015766,-0.03423,-0.0066357
0.24218,-0.41863,0.17157,0.085281,0.015766,-0.034235,-0.0066995
0.20597,-0.35393,0.15309,0.089357,0.015765,-0.034239,-0.0067618
0.26539,-0.49156,0.16536,0.089411,0.015752,-0.034245,-0.0067616
0.33177,-0.61619,0.15058,0.082394,0.015637,-0.0343,-0.0067595
0.36714,-0.64594,0.14185,0.076038,0.015638,-0.034291,-0.0066337
0.37424,-0.63932,0.14356,0.071188,0.015639,-0.034282,-0.0065072
0.012437,-0.0054946,-0.0018362,0.077843,0.014771,-0.034738,-0.007149
0.008849,-0.0024495,-0.0023396,0.07576,0.014809,-0.034722,-0.0071896
0.020415,-0.018117,-0.00074179,0.076377,0.014807,-0.03472,-0.0071416
0.023784,-0.023907,0.00084877,0.075613,0.01487,-0.03469,-0.0071441
0.013214,-0.0044673,-0.0027464,0.075214,0.014867,-0.034696,-0.0072065
0.01502,-0.008986,-0.00057777,0.074762,0.014928,-0.034667,-0.0072148
0.031212,-0.040055,0.0045854,0.075191,0.014933,-0.03466,-0.0071421
0.013865,-0.016059,0.0012012,0.073988,0.014984,-0.034641,-0.007212
0.0056864,-0.0050005,-0.00035845,0.074004,0.015005,-0.034632,-0.0072251
0.048024,-0.10584,0.02421,0.077797,0.014806,-0.034712,-0.0070151
0.036552,-0.060588,0.0087178,0.077056,0.014806,-0.034716,-0.0070784
0.044295,-0.079533,0.013927,0.076552,0.01487,-0.034686,-0.0070788
0.072543,-0.19212,0.05315,0.078343,0.014869,-0.034682,-0.0070148
0.0092856,-0.031262,-0.0019564,0.069622,0.015123,-0.034577,-0.00724
0.029947,-0.096617,0.0063458,0.070485,0.015122,-0.034574,-0.0071926
0.21157,-0.34527,0.15515,0.073237,0.015895,-0.03416,-0.0065084
0.28289,-0.46042,0.17154,0.080328,0.015766,-0.034212,-0.0063807
0.23653,-0.38296,0.16458,0.071449,0.015895,-0.034151,-0.0063803
0.21611,-0.35246,0.15328,0.068978,0.015895,-0.034156,-0.006444
0.11215,-0.222,0.085529,0.072848,0.015961,-0.034115,-0.0063167
0.17008,-0.30244,0.12476,0.070879,0.01596,-0.034115,-0.0063077
0.10783,-0.21556,0.093804,0.080797,0.01596,-0.034112,-0.006254
0.052906,-0.12246,0.048719,0.079356,0.016026,-0.034081,-0.006258
0.28393,-0.46959,0.16412,0.079596,0.015766,-0.034204,-0.0062545
0.24052,-0.39814,0.16275,0.071553,0.015896,-0.034142,-0.0062543
0.23377,-0.38442,0.16116,0.068797,0.015896,-0.034146,-0.006317
0.13117,-0.25236,0.11013,0.080003,0.015959,-0.034108,-0.0061913
0.2698,-0.45417,0.14867,0.079126,0.015766,-0.034195,-0.0061292
0.23039,-0.38913,0.14989,0.072133,0.015895,-0.034134,-0.0061293
0.26693,-0.44885,0.13405,0.080027,0.015766,-0.034187,-0.0060045
0.20335,-0.35215,0.12014,0.07292,0.015893,-0.034127,-0.0060054
0.21749,-0.37173,0.13775,0.067137,0.015894,-0.03413,-0.0060674
0.22822,-0.38865,0.15351,0.067654,0.015896,-0.034138,-0.0061916
0.20307,-0.35759,0.10927,0.077348,0.015891,-0.034119,-0.0058804
0.17559,-0.31185,0.091019,0.075878,0.015889,-0.034111,-0.0057538
0.10458,-0.23575,0.058326,0.075493,0.01601,-0.034054,-0.0057533
0.28855,-0.47866,0.11967,0.080937,0.015765,-0.034178,-0.0058793
0.26405,-0.43724,0.106,0.08299,0.015765,-0.03417,-0.0057532
0.15473,-0.27663,0.076545,0.079906,0.015889,-0.034102,-0.0056271
0.19828,-0.33609,0.085398,0.086379,0.015765,-0.034161,-0.0056269
-0.00068252,-0.0094942,-5.8779e-05,0.08455,0.014299,-0.034878,-0.0059299
-0.00093435,-0.010118,-8.2616e-05,0.084534,0.014288,-0.034881,-0.005898
-0.00086415,-0.010307,-0.00048866,0.084536,0.01429,-0.034877,-0.0058622
7.3227e-05,-0.017954,-0.00096611,0.084604,0.014351,-0.034853,-0.0059293
-0.0004556,-0.02198,-0.0015995,0.084627,0.014356,-0.034846,-0.0058608
-0.00081318,-0.008716,0.00045763,0.084582,0.014285,-0.034884,-0.0059308
-0.0011283,-0.0092524,-0.00028815,0.084549,0.01429,-0.034876,-0.0058416
-0.0017922,-0.012916,-0.00061558,0.084553,0.014309,-0.034864,-0.0058054
-0.0012427,-0.019357,-0.0016447,0.084583,0.014361,-0.03484,-0.005802
-0.0013029,-0.0083869,-0.00015909,0.084538,0.014292,-0.034872,-0.0058072
-0.00081391,-0.0033941,4.0682e-05,0.084449,0.014285,-0.034876,-0.0058066
-0.0015724,-0.0090682,-0.00045419,0.084553,0.014294,-0.034869,-0.0057661
-0.0023139,-0.013392,-0.0010013,0.084487,0.014331,-0.034851,-0.0057601
-0.0021738,-0.021124,-0.0022851,0.08451,0.014365,-0.034833,-0.0057451
-0.00211,-0.0088773,-0.0015633,0.084331,0.014302,-0.034855,-0.0056299
-0.0018244,-0.0080832,-0.001946,0.084379,0.014305,-0.03485,-0.0055647
-0.00094147,-0.0026235,-0.00043761,0.08454,0.014234,-0.034884,-0.0055639
-0.001458,-0.0037176,-0.00053136,0.084433,0.014273,-0.034869,-0.0056272
-0.0012591,-0.0028702,-0.00019732,0.08453,0.014238,-0.034886,-0.0056247
-0.0011324,-0.0033266,-0.00083279,0.084403,0.014269,-0.034867,-0.0055642
-0.0010828,-0.0053,-0.001929,0.08435,0.014307,-0.034844,-0.005501
-0.00063431,-0.0024457,-0.0011917,0.084482,0.014264,-0.034865,-0.0055009
-0.0026064,-0.012976,-0.001412,0.084453,0.014323,-0.034851,-0.0057037
-0.0020159,-0.0073091,-0.00074799,0.084458,0.014296,-0.03486,-0.0056498
-0.0027024,-0.017876,-0.0024286,0.084408,0.014365,-0.03483,-0.0056904
-0.0018577,-0.008174,-0.00060099,0.084607,0.014278,-0.034872,-0.0057118
-0.001132,-0.0029866,-0.0001851,0.084529,0.014241,-0.034889,-0.0056933
0.039766,-0.081894,0.029982,0.083409,0.014663,-0.034753,-0.0066312
0.020852,-0.042798,0.0086271,0.083927,0.014613,-0.034781,-0.0066931
0.031631,-0.067384,0.023542,0.082966,0.014682,-0.034753,-0.0067575
0.01764,-0.034713,0.0053494,0.083557,0.014613,-0.034785,-0.0067562
0.069853,-0.14773,0.056407,0.082883,0.014739,-0.034717,-0.0066321
0.069722,-0.1607,0.059496,0.082092,0.014739,-0.034726,-0.0067585
0.26823,-0.56211,0.13484,0.090566,0.015637,-0.034309,-0.0068849
0.17706,-0.46132,0.080491,0.093477,0.015572,-0.034348,-0.0070127
0.22274,-0.51117,0.1062,0.095497,0.015637,-0.034313,-0.0069478
0.20181,-0.51152,0.088504,0.092242,0.015533,-0.034366,-0.0070126
0.20879,-0.41229,0.14441,0.09148,0.015766,-0.034247,-0.0068813
0.15793,-0.28079,0.12511,0.094369,0.015765,-0.034243,-0.0068245
0.12834,-0.27766,0.10833,0.094519,0.015766,-0.034247,-0.0068867
0.20021,-0.43496,0.13081,0.094089,0.015701,-0.034278,-0.0068851
0.16398,-0.26551,0.13308,0.07368,0.015894,-0.03417,-0.006637
0.17863,-0.29271,0.13763,0.071953,0.015895,-0.034165,-0.0065727
0.22126,-0.36748,0.16871,0.079089,0.01583,-0.0342,-0.0066371
0.12744,-0.42932,0.060929,0.087485,0.015507,-0.034383,-0.0070756
-0.0067288,-0.046483,-0.00012761,0.081379,0.015491,-0.034402,-0.0072336
0.13161,-0.41765,0.060334,0.090815,0.015551,-0.034362,-0.0070763
0.0035243,-0.0090152,-0.0015622,0.083237,0.01449,-0.034844,-0.0067541
0.0021623,-0.0050651,-0.0020234,0.082967,0.014478,-0.034855,-0.0068292
0.001297,-0.0038744,-0.0015751,0.083146,0.014438,-0.034868,-0.0067548
0.00071341,-0.0018455,-0.0011563,0.082773,0.014457,-0.034863,-0.0068101
0.0012679,-0.0044681,-0.0010304,0.083439,0.01442,-0.034874,-0.0067028
0.0045846,-0.012774,-0.00095132,0.08348,0.014489,-0.03484,-0.0066917
0.00058184,-0.001895,-0.00090287,0.083733,0.014404,-0.034875,-0.006622
0.0024493,-0.0086226,-0.0010008,0.083646,0.014429,-0.034864,-0.006628
0.00030243,-0.0010825,-0.00053989,0.083618,0.014411,-0.034876,-0.0066791
0.00045491,-0.00048612,-0.00081421,0.083866,0.014389,-0.034883,-0.0066181
0.043906,-0.088865,0.043645,0.10048,0.015823,-0.034224,-0.006939
0.02195,-0.064091,0.025907,0.10335,0.015786,-0.034246,-0.0070107
0.048853,-0.10735,0.052776,0.098977,0.015771,-0.034249,-0.0069466
0.093071,-0.18219,0.092166,0.094939,0.01577,-0.034246,-0.0068874
0.076214,-0.1384,0.072475,0.094763,0.015845,-0.034211,-0.0069037
0.055058,-0.091309,0.06047,0.086832,0.015893,-0.034183,-0.0068227
0.073455,-0.11845,0.080394,0.079892,0.015899,-0.034176,-0.0067701
0.034402,-0.05817,0.043417,0.079428,0.015934,-0.034159,-0.0067524
0.072505,-0.18807,0.063529,0.10027,0.015765,-0.034252,-0.0069474
0.11174,-0.18659,0.1007,0.089591,0.01583,-0.034213,-0.0068259
0.14185,-0.23441,0.12604,0.08461,0.015829,-0.034209,-0.0067635
0.021687,-0.046896,0.020218,0.081701,0.016004,-0.034116,-0.0066241
0.039981,-0.081448,0.035359,0.071916,0.015979,-0.034128,-0.0066299
0.024125,-0.05344,0.025491,0.072672,0.015975,-0.034134,-0.0066794
0.087557,-0.15021,0.075463,0.068103,0.015956,-0.03414,-0.0066356
0.10983,-0.17706,0.10258,0.074291,0.015894,-0.034174,-0.0067011
0.05712,-0.097946,0.061048,0.072343,0.015959,-0.034143,-0.0067073
0.14325,-0.37985,0.10784,0.079762,0.014996,-0.034613,-0.0068863
0.19172,-0.49494,0.11201,0.079504,0.015124,-0.034552,-0.0068851
0.31799,-0.50711,0.088468,0.083733,0.015255,-0.034446,-0.0062545
0.3667,-0.59366,0.10766,0.078056,0.015512,-0.034324,-0.0062547
0.36459,-0.59723,0.10618,0.075912,0.015513,-0.034333,-0.0063807
0.28959,-0.48296,0.08471,0.085267,0.015255,-0.034429,-0.0060021
0.3482,-0.56641,0.10874,0.08111,0.015512,-0.034307,-0.0060035
0.37163,-0.60442,0.11214,0.076286,0.015513,-0.034315,-0.006129
0.034902,-0.12403,0.0044196,0.085341,0.01461,-0.034735,-0.0059985
0.024253,-0.11233,-0.0020589,0.085313,0.014612,-0.034725,-0.0058721
0.0041517,-0.058728,-0.0054183,0.084857,0.014487,-0.03478,-0.0058061
0.0047875,-0.070165,-0.0080716,0.085056,0.014532,-0.034754,-0.0057457
0.0025403,-0.056894,-0.0063165,0.084848,0.01449,-0.034775,-0.0057453
0.011636,-0.090404,-0.0074288,0.085427,0.014615,-0.034715,-0.0057473
0.043439,-0.1499,0.0036911,0.085738,0.014739,-0.034665,-0.0058733
0.033162,-0.13359,-0.0037546,0.085613,0.014741,-0.034655,-0.0057482
0.065966,-0.17246,0.014923,0.085546,0.014738,-0.034674,-0.0059994
0.19478,-0.34643,0.053888,0.087279,0.015254,-0.034412,-0.0057501
0.23126,-0.3811,0.070187,0.086233,0.015511,-0.03429,-0.0057515
0.068602,-0.138,0.0027767,0.088541,0.015254,-0.034395,-0.0054983
0.14104,-0.23321,0.0346,0.088048,0.01551,-0.034273,-0.0054994
0.0077594,-0.0064001,-0.031986,0.088642,0.015252,-0.034379,-0.0052468
0.043433,-0.060243,-0.012049,0.089188,0.015508,-0.034257,-0.0052471
0.033891,0.036447,-0.041123,0.085746,0.014996,-0.034496,-0.00519
0.013229,0.043456,-0.04262,0.088491,0.015249,-0.034362,-0.0049958
0.013649,0.05068,-0.044628,0.087627,0.014994,-0.034484,-0.0049966
0.01365,0.048332,-0.044357,0.088082,0.015121,-0.034423,-0.0049961
0.015553,0.019731,-0.027731,0.08908,0.015507,-0.03424,-0.0049942
0.039435,-0.10718,0.022394,0.076274,0.016087,-0.034039,-0.0060735
0.076701,-0.16846,0.054569,0.076507,0.016018,-0.034071,-0.006068
0.027887,-0.097612,0.018639,0.076255,0.016078,-0.034039,-0.0060048
0.012836,-0.05501,0.010231,0.074343,0.016094,-0.034031,-0.0060031
0.029448,-0.11704,0.023795,0.075842,0.016082,-0.034033,-0.0059456
0.017281,-0.075602,0.013222,0.07308,0.016102,-0.034023,-0.0059453
0.1117,-0.24011,0.071075,0.074025,0.016014,-0.034065,-0.0059444
0.078833,-0.18406,0.033348,0.082026,0.016014,-0.034039,-0.005564
0.051585,-0.14723,0.015841,0.081608,0.016078,-0.034009,-0.005564
0.025083,-0.077621,0.0043244,0.084065,0.016116,-0.03399,-0.005565
0.020289,0.036901,-0.037184,0.085491,0.014615,-0.034664,-0.0049978
0.020719,0.023994,-0.033342,0.085209,0.014617,-0.034671,-0.0051235
0.012093,0.013642,-0.02371,0.085248,0.014494,-0.03473,-0.0051242
0.010311,0.017636,-0.022774,0.08536,0.014491,-0.034727,-0.0050612
0.010611,0.0067434,-0.020099,0.085184,0.014498,-0.034732,-0.0051874
0.037542,0.029347,-0.03742,0.084762,0.014742,-0.034612,-0.0051229
0.031166,0.046041,-0.043493,0.085407,0.014741,-0.034604,-0.0049972
0.00175,-0.0084072,0.0099798,0.089282,0.016076,-0.033975,-0.0050581
0.01014,0.021841,-0.018221,0.088041,0.014403,-0.034733,-0.0045433
0.0089623,0.019803,-0.015853,0.08838,0.014406,-0.034728,-0.0044937
0.0070239,0.014824,-0.012368,0.088362,0.014381,-0.03474,-0.0044957
0.00564,-0.0037863,0.0020809,0.089083,0.01589,-0.03405,-0.0048667
0.0087491,0.0038449,-0.0035594,0.089026,0.015761,-0.034111,-0.0048676
-0.0011353,-0.00046899,0.0028009,0.089103,0.015993,-0.033996,-0.0048021
-0.00074777,-0.00054154,0.0013649,0.089175,0.016031,-0.033973,-0.0047191
-0.00089434,0.00021078,0.0013589,0.089104,0.016027,-0.033977,-0.0047514
-4.4639e-05,-0.0015478,0.0026834,0.089148,0.015954,-0.034015,-0.0048027
0.003541,0.0080133,-0.0034644,0.088912,0.01576,-0.034103,-0.0047419
0.0018294,-0.00061593,0.0021518,0.08909,0.01589,-0.034045,-0.0048035
0.0080299,0.017492,-0.013833,0.088811,0.014408,-0.034723,-0.004434
0.0057147,0.011532,-0.0097491,0.088806,0.014402,-0.034726,-0.0044344
-0.00038639,-0.0011937,-7.4358e-05,0.084488,0.01422,-0.03489,-0.0055631
-0.00036522,-0.0010344,-1.2691e-05,0.084463,0.014229,-0.03489,-0.0056239
0.014998,-0.0538,0.0096227,0.08649,0.016133,-0.033986,-0.0056264
0.0013703,0.0049593,-0.00066095,0.087859,0.015123,-0.034361,-0.0041132
0.001449,0.0045674,-0.00056559,0.08788,0.015187,-0.034332,-0.0041132
0.0031679,0.011077,-0.0025651,0.087934,0.015122,-0.034367,-0.0041754
0.003435,0.010622,-0.0023856,0.087953,0.015185,-0.034336,-0.0041741
0.0066578,0.019943,-0.0064574,0.088079,0.015184,-0.034341,-0.0042358
0.0074303,0.019375,-0.0068038,0.088147,0.015248,-0.034311,-0.0042331
0.0028202,0.0081839,-0.0016395,0.087968,0.015249,-0.034306,-0.0041712
0.0076075,0.02497,-0.0087636,0.088126,0.015121,-0.034371,-0.0042376
0.00088886,0.0027466,-0.00022543,0.087886,0.01525,-0.034301,-0.0041109
0.0027665,0.0087827,-0.001108,0.087943,0.01506,-0.034392,-0.0041139
0.0012963,0.0041798,-0.00011542,0.087894,0.015062,-0.034388,-0.0040651
0.0016752,0.0054366,-0.00060573,0.087889,0.015083,-0.034381,-0.0041137
0.00092344,0.0030256,-8.3357e-05,0.087855,0.015071,-0.034383,-0.0040652
0.00051849,0.0018526,-3.2148e-05,0.087806,0.015125,-0.034357,-0.0040643
0.0063442,0.021411,-0.0063408,0.088085,0.015109,-0.034377,-0.0042377
0.005812,0.018437,-0.0040798,0.088081,0.015058,-0.034397,-0.0041762
0.0040467,0.013147,-0.0027743,0.087991,0.015096,-0.034379,-0.0041757
0.0079038,0.027429,-0.008828,0.088167,0.015057,-0.034402,-0.0042385
0.0005499,0.0017043,-1.3975e-05,0.087833,0.015187,-0.034328,-0.0040662
0.00040311,0.0013237,1.9939e-05,0.087858,0.01525,-0.034298,-0.0040669
0.0012946,0.0041093,-0.00072331,0.088141,0.015357,-0.034254,-0.0041645
0.00093529,0.002756,-0.00026458,0.087944,0.015315,-0.03427,-0.004105
0.00038168,0.0012831,-9.9392e-05,0.088131,0.015347,-0.034255,-0.0041049
0.0027677,0.0075219,-0.0016161,0.088,0.015313,-0.034275,-0.0041671
0.0061725,0.015465,-0.0051979,0.08812,0.015312,-0.03428,-0.0042291
0.0034513,0.010272,-0.0033064,0.088221,0.015371,-0.034252,-0.0042266
0.00013017,0.00091954,-2.9709e-05,0.088268,0.015378,-0.03424,-0.0041021
9.7391e-06,0.00064967,1.7777e-05,0.0883,0.015445,-0.034207,-0.0040892
0.00056444,0.002937,-0.00049539,0.088303,0.015377,-0.034245,-0.0041633
0.00037626,0.0024632,-0.00034886,0.088331,0.015441,-0.034214,-0.0041584
0.00046414,0.004802,-0.0011533,0.088431,0.015506,-0.034187,-0.0042221
0.0006985,0.0049926,-0.0012503,0.088385,0.01544,-0.034219,-0.0042229
0.00011612,0.0015365,-0.00013849,0.088351,0.015506,-0.034183,-0.0041563
0.0010789,0.006161,-0.0017622,0.088367,0.015376,-0.034249,-0.0042264
-6.9155e-05,0.00041891,2.9571e-05,0.088351,0.015505,-0.034179,-0.0041004
3.7387e-05,0.00020893,1.9283e-05,0.08825,0.015363,-0.034245,-0.0040745
0.00016149,0.0005122,-2.14e-05,0.088028,0.015352,-0.03425,-0.0040731
0.00024802,0.00089136,1.7217e-05,0.087892,0.01531,-0.03427,-0.0040696
-0.00018594,0.00046449,0.00013336,0.088734,0.015855,-0.034037,-0.0044347
-0.00041665,0.0011483,0.00012927,0.088708,0.01583,-0.034048,-0.0044309
-0.00054837,0.0025239,-0.00021771,0.088675,0.015768,-0.034077,-0.0044276
-0.00034842,0.0010792,8.1705e-05,0.088642,0.015779,-0.034067,-0.0043555
-0.00021811,0.00051558,0.00013271,0.088666,0.015833,-0.034042,-0.0043614
-0.00027303,0.00071084,8.3164e-05,0.0886,0.015774,-0.034066,-0.0042976
-0.00013238,0.00030439,8.3472e-05,0.088609,0.015805,-0.034051,-0.0043016
-3.3804e-05,0.00015649,2.5485e-06,0.088396,0.015634,-0.034121,-0.004147
-4.9721e-05,0.00022352,9.0915e-06,0.088383,0.015565,-0.034152,-0.0041147
-3.8477e-05,0.00018573,-6.2932e-07,0.088387,0.0156,-0.034137,-0.0041306
-6.2252e-05,0.00055488,2.3269e-05,0.088415,0.015648,-0.034116,-0.0041572
-1.0993e-05,0.00097218,-6.2299e-06,0.088392,0.015572,-0.034152,-0.0041576
4.5895e-05,0.0029135,-0.00039806,0.088451,0.015573,-0.034156,-0.0042223
4.0933e-05,0.0020095,-0.00026385,0.088458,0.015639,-0.034124,-0.0042254
-0.00011711,0.00033906,4.9915e-05,0.088448,0.015661,-0.03411,-0.0041596
-0.0001649,0.00028698,6.2489e-05,0.08851,0.015694,-0.034096,-0.0041857
-0.00015316,0.00084297,1.7659e-05,0.088481,0.015656,-0.034117,-0.0042266
-0.0002694,0.00069733,9.5106e-05,0.088546,0.015701,-0.034095,-0.0042299
0.016505,0.046938,-0.031767,0.087115,0.01455,-0.034668,-0.0046209
0.014687,0.040855,-0.026822,0.087532,0.014548,-0.034665,-0.0045576
0.019529,0.058531,-0.036085,0.087054,0.014612,-0.034639,-0.0046207
0.018498,0.055616,-0.033184,0.08731,0.014611,-0.034635,-0.0045572
0.012807,0.033015,-0.021287,0.087993,0.014548,-0.034661,-0.0044945
0.017421,0.049202,-0.028728,0.087754,0.01461,-0.034631,-0.0044933
0.0075944,-0.015258,-0.0014501,0.083108,0.014551,-0.034819,-0.0068181
0.0096306,-0.02177,0.00025258,0.083452,0.014551,-0.034815,-0.0067551
0.014847,-0.027248,0.0026239,0.083187,0.014613,-0.03479,-0.006819
0.01246,0.025668,-0.023357,0.085496,0.014427,-0.034749,-0.0049361
0.012848,0.023323,-0.022104,0.085265,0.014426,-0.034753,-0.0049984
0.010648,0.033251,-0.02225,0.088589,0.015445,-0.034244,-0.0046176
0.012701,0.041383,-0.030867,0.088645,0.015459,-0.034246,-0.0047437
0.0042122,0.025831,-0.015279,0.088594,0.015503,-0.034216,-0.0046173
0.0076199,0.032523,-0.022336,0.088719,0.015503,-0.034225,-0.0047434
0.01515,0.036364,-0.02246,0.088489,0.015374,-0.034268,-0.004489
0.017873,0.046705,-0.0316,0.08856,0.015373,-0.034278,-0.0046182
0.01576,0.045658,-0.024983,0.088365,0.015246,-0.034329,-0.0044916
0.017744,0.055132,-0.033496,0.08839,0.015246,-0.034338,-0.0046198
0.01572,0.048241,-0.037416,0.088701,0.015374,-0.034286,-0.0047443
0.0183,0.058321,-0.039249,0.088385,0.015247,-0.034346,-0.0047454
0.0092747,0.017459,-0.013523,0.089052,0.015633,-0.034172,-0.0048682
0.018676,-0.0085068,-0.012695,0.089309,0.015634,-0.03418,-0.0049938
0.0053147,0.019913,-0.01183,0.088859,0.015632,-0.034163,-0.0047426
0.011258,0.036092,-0.027981,0.08889,0.015506,-0.034232,-0.0048687
0.070851,-0.30778,0.026723,0.09235,0.01557,-0.034356,-0.0071181
0.089917,-0.31805,0.037502,0.093671,0.015571,-0.034353,-0.0070766
0.00014149,-0.037054,-0.0035944,0.084714,0.014424,-0.03481,-0.0058042
0.0014804,-0.038919,-0.0030937,0.084749,0.01442,-0.034816,-0.005866
-0.00079247,-0.038865,-0.0047095,0.084703,0.014427,-0.034804,-0.0057441
-0.0020282,-0.033035,-0.0049167,0.084659,0.014429,-0.034799,-0.0056859
0.00055144,-0.05117,-0.0069858,0.084816,0.014492,-0.034769,-0.0056849
0.022132,-0.086415,0.003754,0.084961,0.014591,-0.034752,-0.0061253
0.013529,-0.058805,0.00069439,0.08493,0.01448,-0.034805,-0.0061247
0.028539,-0.086362,0.0086804,0.085021,0.014609,-0.034752,-0.0062471
0.013034,-0.051355,0.0016899,0.084845,0.01448,-0.03481,-0.0061886
0.046361,-0.13056,0.015096,0.085273,0.014609,-0.034744,-0.0061254
0.065089,-0.15954,0.020438,0.085397,0.014737,-0.034683,-0.0061258
0.34521,-0.57152,0.15218,0.074386,0.015699,-0.034244,-0.0063807
0.37053,-0.61496,0.12536,0.069896,0.015639,-0.034273,-0.0063806
0.33826,-0.55985,0.13917,0.073219,0.015681,-0.034244,-0.0062546
0.37022,-0.60278,0.12325,0.067342,0.015639,-0.034264,-0.0062546
0.061063,-0.12499,0.045625,0.069795,0.016029,-0.034096,-0.0065044
0.16128,-0.28309,0.11441,0.063491,0.015958,-0.034126,-0.0064434
0.10241,-0.19895,0.075299,0.070275,0.015977,-0.034117,-0.006443
0.085818,-0.1705,0.063572,0.062294,0.016031,-0.034097,-0.0065212
0.14253,-0.25273,0.1033,0.064609,0.015958,-0.03413,-0.0065076
0.043935,-0.095931,0.034973,0.078697,0.016019,-0.034096,-0.0064418
0.11272,-0.21965,0.082219,0.070506,0.01597,-0.034116,-0.0063797
0.17206,-0.30346,0.11825,0.062114,0.015959,-0.034121,-0.0063798
0.13153,-0.25466,0.10273,0.078615,0.015956,-0.034101,-0.0060675
0.14165,-0.26708,0.11169,0.079256,0.015957,-0.034104,-0.0061288
0.18598,-0.32876,0.12735,0.072078,0.01592,-0.034118,-0.0060674
0.17458,-0.31023,0.11148,0.071603,0.015911,-0.034118,-0.0060055
0.14924,-0.27688,0.10667,0.076057,0.015955,-0.034097,-0.0060059
0.18782,-0.33217,0.13156,0.07186,0.015929,-0.034118,-0.006129
0.034744,-0.089083,0.032881,0.078919,0.016072,-0.034058,-0.0062503
0.0018278,-0.054538,-0.0099679,0.085034,0.014521,-0.034751,-0.0056237
0.0029942,-0.063712,-0.011522,0.085399,0.014618,-0.034705,-0.0056234
0.0089398,-0.083017,-0.01167,0.085613,0.014743,-0.034646,-0.0056233
0.013421,0.060692,-0.037222,0.08779,0.014992,-0.034459,-0.0046209
0.011903,0.052436,-0.029146,0.08799,0.014991,-0.034451,-0.004494
0.016322,0.060461,-0.035442,0.08815,0.015119,-0.034398,-0.0046208
0.014078,0.050085,-0.025933,0.088217,0.015118,-0.03439,-0.0044936
0.01605,0.063567,-0.042972,0.087648,0.014993,-0.034467,-0.0047464
0.018008,0.063462,-0.041712,0.088019,0.01512,-0.034407,-0.0047463
0.0025989,0.015661,-0.0079225,0.088726,0.015633,-0.034154,-0.0046173
-0.00039519,0.00423,-0.00086478,0.088729,0.015765,-0.034083,-0.0044926
0.00042991,0.0079699,-0.0028288,0.088704,0.015703,-0.034112,-0.0044916
0.00065143,0.0076701,-0.0027571,0.08865,0.0157,-0.034114,-0.0044915
-0.00061159,-0.00016197,0.00070928,0.089149,0.016022,-0.033976,-0.0047091
-0.00047451,-0.00013793,0.00075797,0.089184,0.016036,-0.033971,-0.0047225
-0.0015607,0.001051,0.002811,0.089047,0.016019,-0.033984,-0.004802
-0.0007952,0.00055295,0.0014951,0.08909,0.016084,-0.033953,-0.0047983
-0.00074941,0.00027667,0.0023078,0.08915,0.016083,-0.033958,-0.0048649
-0.00043745,0.00022942,0.001221,0.08916,0.016131,-0.033935,-0.0048688
0.041902,0.049717,-0.045442,0.085231,0.014867,-0.034544,-0.0049967
0.027085,0.053087,-0.046785,0.086385,0.014967,-0.034496,-0.0049966
0.017092,0.052772,-0.041402,0.088551,0.015248,-0.034355,-0.0048708
0.0071352,-0.015718,0.0061225,0.089386,0.016017,-0.033998,-0.0049934
0.0040303,-0.007348,0.0038224,0.089125,0.015954,-0.034019,-0.0048659
0.0079153,0.024038,-0.0082487,0.088054,0.014741,-0.034551,-0.0042307
0.0066292,0.026764,-0.0091976,0.088123,0.014993,-0.034432,-0.0042387
0.028089,-0.060466,0.018241,0.081854,0.014702,-0.034752,-0.006885
0.061417,-0.16316,0.053447,0.080445,0.01474,-0.034734,-0.0068859
0.1137,-0.21282,0.067205,0.084341,0.014866,-0.034648,-0.0065073
0.0089038,-0.051407,-0.0010109,0.084866,0.01448,-0.034801,-0.0060608
0.079223,-0.18851,0.05602,0.07689,0.016015,-0.034068,-0.0060064
0.3385,-0.55089,0.12073,0.077403,0.015644,-0.034244,-0.006004
0.3611,-0.58137,0.11447,0.07449,0.015639,-0.034247,-0.006004
